"Rank","Player","Year","Pos","Team","BaseSalary","Payroll Salary","Adj Salary",""
"","Justin Upton","2018","LF","LAA","$16,000,000","$16,000,000","$16,000,000",""
"","Wade Davis","2018","RP","COL","$16,000,000","$16,000,000","$16,000,000",""
"","Elvis Andrus","2018","SS","TEX","$15,000,000","$15,250,000","$15,250,000",""
"","Brandon Crawford","2018","SS","SF","$15,000,000","$15,200,000","$15,200,000",""
"","Andrew McCutchen","2018","RF","NYY","$14,750,000","$14,750,000","$1,229,165",""
"","Lorenzo Cain","2018","CF","MIL","$14,000,000","$14,300,000","$14,300,000",""
"","Nelson Cruz","2018","DH","SEA","$14,000,000","$14,275,000","$14,275,000",""
"","Danny Duffy","2018","SP","KC","$14,000,000","$14,000,000","$14,000,000",""
"","Alex Cobb","2018","SP","BAL","$14,000,000","$14,000,000","$7,500,000",""
"","Ryan Zimmerman","2018","1B","WSH","$14,000,000","$14,000,000","$14,000,000",""
"","Matt Carpenter","2018","1B","STL","$13,500,000","$13,750,000","$13,750,000",""
"","Ervin Santana","2018","SP","MIN","$13,500,000","$13,500,000","$13,500,000",""
"","Evan Longoria","2018","3B","SF","$13,500,000","$13,500,000","$12,000,000",""
"","Martin Prado","2018","3B","MIA","$13,500,000","$13,500,000","$13,500,000",""
"","Dallas Keuchel","2018","SP","HOU","$13,200,000","$13,200,000","$13,200,000",""
"","Devin Mesoraco","2018","C","NYM","$13,000,000","$13,125,000","$0",""
"","Craig Kimbrel","2018","RP","BOS","$13,000,000","$13,050,000","$13,050,000",""
"","Marco Estrada","2018","SP","TOR","$13,000,000","$13,000,000","$13,000,000",""
"","Josh Reddick","2018","RF","HOU","$13,000,000","$13,000,000","$13,000,000",""
"","J.A. Happ","2018","SP","NYY","$13,000,000","$13,000,000","$4,612,872",""
"","David Robertson","2018","RP","NYY","$13,000,000","$13,000,000","$13,000,000",""
"","Jose Abreu","2018","1B","CHW","$13,000,000","$13,000,000","$13,000,000",""
"","Zack Cozart","2018","SS","LAA","$12,666,666","$12,666,666","$12,666,666",""
"","Chris Sale","2018","SP","BOS","$12,500,000","$12,515,000","$12,515,000",""
"","Denard Span","2018","LF","SEA","$9,000,000","$12,500,000","$1,491,923",""
"","Mark Trumbo","2018","DH","BAL","$12,500,000","$12,500,000","$11,000,000",""
"","Tyler Chatwood","2018","SP","CHC","$12,500,000","$12,500,000","$12,500,000",""
"","Yulieski Gurriel","2018","1B","HOU","$12,000,000","$12,400,000","$12,400,000",""
"","Charlie Blackmon","2018","CF","COL","$12,000,000","$12,333,333","$12,333,333",""
"","Anthony Rendon","2018","3B","WSH","$12,300,000","$12,300,000","$12,300,000",""
"","Madison Bumgarner","2018","SP","SF","$12,000,000","$12,000,000","$12,000,000",""
"","George Springer","2018","CF","HOU","$12,000,000","$12,000,000","$12,000,000",""
"","Zack Britton","2018","RP","NYY","$12,000,000","$12,000,000","$4,387,088",""
"","Lance Lynn","2018","SP","NYY","$12,000,000","$12,000,000","$1,999,996",""
"","Justin Turner","2018","3B","LAD","$11,000,000","$12,000,000","$12,000,000",""
"","Gio Gonzalez","2018","SP","WSH","$12,000,000","$12,000,000","$1,999,996",""
"","Carlos Martinez","2018","SP","STL","$11,500,000","$11,700,000","$11,700,000",""
"","Brett Gardner","2018","LF","NYY","$11,000,000","$11,500,000","$11,500,000",""
"","Brandon McCarthy","2018","SP","ATL","$10,000,000","$11,500,000","$7,000,000",""
"","Kenley Jansen","2018","RP/CL","LAD","$10,000,000","$11,333,333","$11,333,333",""
"","Paul Goldschmidt","2018","1B","ARI","$11,000,000","$11,100,000","$11,100,000",""
"","Nick Markakis","2018","RF","ATL","$10,500,000","$11,050,000","$11,050,000",""
"","Kendrys Morales","2018","DH","TOR","$11,000,000","$11,000,000","$11,000,000",""
"","Ian Kinsler","2018","2B","BOS","$11,000,000","$11,000,000","$1,833,340",""
"","Jay Bruce","2018","RF","NYM","$10,000,000","$11,000,000","$11,000,000",""
"","Andrelton Simmons","2018","SS","LAA","$11,000,000","$11,000,000","$11,000,000",""
"","Starlin Castro","2018","2B","MIA","$10,000,000","$10,857,142","$10,857,142",""
"","Kris Bryant","2018","3B","CHC","$10,850,000","$10,850,000","$10,850,000",""
"","Dee Gordon","2018","2B","SEA","$10,500,000","$10,800,000","$10,800,000",""
"","Wilson Ramos","2018","C","PHI","$10,500,000","$10,500,000","$3,500,024",""
"","Mookie Betts","2018","RF","BOS","$10,500,000","$10,500,000","$10,500,000",""
"","Khris Davis","2018","DH","OAK","$10,500,000","$10,500,000","$10,500,000",""
"","C.C. Sabathia","2018","SP","NYY","$10,000,000","$10,500,000","$10,500,000",""
"","Francisco Cervelli","2018","C","PIT","$10,500,000","$10,500,000","$10,500,000",""
"","Matt Wieters","2018","C","WSH","$10,500,000","$10,500,000","$10,500,000",""
"","Josh Harrison","2018","2B","PIT","$10,000,000","$10,250,000","$10,250,000",""
"","Wei-Yin Chen","2018","SP","MIA","$10,000,000","$10,000,000","$10,000,000",""
"","Gerardo Parra","2018","LF","COL","$10,000,000","$10,000,000","$10,000,000",""
"","Jean Segura","2018","SS","SEA","$9,000,000","$9,600,000","$9,600,000",""
"","Andrew Cashner","2018","SP","BAL","$5,000,000","$9,500,000","$9,500,000",""
"","Ivan Nova","2018","SP","PIT","$8,500,000","$9,416,666","$9,416,666",""
"","A.J. Ramos","2018","RP","NYM","$9,225,000","$9,225,000","$9,225,000",""
"","Yasiel Puig","2018","RF","LAD","$7,500,000","$9,214,285","$9,214,285",""
"","Logan Forsythe","2018","2B","MIN","$9,000,000","$9,000,000","$3,000,000",""
"","Jason Hammel","2018","RP","KC","$9,000,000","$9,000,000","$9,000,000",""
"","Tommy Hunter","2018","RP","PHI","$9,000,000","$9,000,000","$9,000,000",""
"","Joakim Soria","2018","RP/CL","MIL","$9,000,000","$9,000,000","$2,838,710",""
"","Matt Moore","2018","RP","TEX","$9,000,000","$9,000,000","$9,000,000",""
"","Jose Altuve","2018","2B","HOU","$6,000,000","$9,000,000","$9,000,000",""
"","Brian Dozier","2018","2B","LAD","$9,000,000","$9,000,000","$3,000,000",""
"","Darren O'Day","2018","RP","ATL","$9,000,000","$9,000,000","$2,999,994",""
"","Jedd Gyorko","2018","3B","STL","$9,000,000","$9,000,000","$6,500,000",""
"","Marcell Ozuna","2018","LF","STL","$9,000,000","$9,000,000","$9,000,000",""
"","Brad Ziegler","2018","RP","ARI","$9,000,000","$9,000,000","$2,999,994",""
"","Brandon Morrow","2018","RP","CHC","$9,000,000","$9,000,000","$9,000,000",""
"","Charlie Morton","2018","SP","HOU","$7,000,000","$8,875,000","$8,875,000",""
"","Jose Quintana","2018","SP","CHC","$8,850,000","$8,850,000","$8,850,000",""
"","Jhoulys Chacin","2018","SP","MIL","$8,000,000","$8,750,000","$8,750,000",""
"","Salvador Perez","2018","C","KC","$7,500,000","$8,700,000","$8,700,000",""
"","Jonathan Schoop","2018","2B","MIL","$8,500,000","$8,500,000","$2,833,338",""
"","Drew Pomeranz","2018","SP","BOS","$8,500,000","$8,500,000","$8,500,000",""
"","Didi Gregorius","2018","SS","NYY","$8,500,000","$8,500,000","$8,500,000",""
"","Kole Calhoun","2018","RF","LAA","$8,500,000","$8,500,000","$8,500,000",""
"","D.J. LeMahieu","2018","2B","COL","$8,500,000","$8,500,000","$8,500,000",""
"","Mike Minor","2018","SP","TEX","$8,000,000","$8,333,333","$8,333,333",""
"","Addison Reed","2018","RP","MIN","$8,250,000","$8,250,000","$8,250,000",""
"","Asdrubal Cabrera","2018","2B","PHI","$8,250,000","$8,250,000","$2,883,075",""
"","Julio Teheran","2018","SP","ATL","$8,000,000","$8,166,666","$8,166,666",""
"","Jason Castro","2018","C","MIN","$8,000,000","$8,000,000","$8,000,000",""
"","Todd Frazier","2018","3B","NYM","$8,000,000","$8,000,000","$8,000,000",""
"","Carlos Gonzalez","2018","RF","COL","$5,000,000","$8,000,000","$8,000,000",""
"","Kelvin Herrera","2018","RP","WSH","$7,937,500","$7,937,500","$4,480,875",""
"","Jeurys Familia","2018","RP","OAK","$7,925,000","$7,925,000","$3,067,776",""
"","Ryan Madson","2018","RP","LAD","$7,500,000","$7,916,668","$1,250,013",""
"","Yasmani Grandal","2018","C","LAD","$7,900,000","$7,900,000","$7,900,000",""
"","Hyun-Jin Ryu","2018","SP","LAD","$7,000,000","$7,833,333","$7,833,333",""
"","Starling Marte","2018","CF","PIT","$7,500,000","$7,833,333","$7,833,333",""
"","Pat Neshek","2018","RP","PHI","$5,750,000","$7,750,000","$7,750,000",""
"","Juan Nicasio","2018","RP","SEA","$7,500,000","$7,750,000","$7,750,000",""
"","Brett Cecil","2018","RP","STL","$7,500,000","$7,750,000","$7,750,000",""
"","Miles Mikolas","2018","SP","STL","$7,750,000","$7,750,000","$7,750,000",""
"","A.J. Pollock","2018","CF","ARI","$7,750,000","$7,750,000","$7,750,000",""
"","Mike Moustakas","2018","3B","MIL","$5,500,000","$7,700,000","$1,922,050",""
"","Steve Cishek","2018","RP","CHC","$6,500,000","$7,500,000","$7,500,000",""
"","Bryan Shaw","2018","RP","COL","$7,500,000","$7,500,000","$7,500,000",""
"","Patrick Corbin","2018","SP","ARI","$7,500,000","$7,500,000","$7,500,000",""
"","Jacob deGrom","2018","SP","NYM","$7,400,000","$7,400,000","$7,400,000",""
"","Garrett Richards","2018","SP","LAA","$7,300,000","$7,300,000","$7,300,000",""
"","Anthony Rizzo","2018","1B","CHC","$7,000,000","$7,285,714","$7,285,714",""
"","Welington Castillo","2018","C","CHW","$7,250,000","$7,250,000","$7,250,000",""
"","Xander Bogaerts","2018","SS","BOS","$7,050,000","$7,050,000","$7,050,000",""
"","Christian Yelich","2018","LF","MIL","$7,000,000","$7,000,000","$7,000,000",""
"","Joe Smith","2018","RP","HOU","$7,000,000","$7,000,000","$7,000,000",""
"","Jerry Blevins","2018","RP","NYM","$7,000,000","$7,000,000","$7,000,000",""
"","Michael Dunn","2018","RP","COL","$7,000,000","$7,000,000","$7,000,000",""
"","Jake McGee","2018","RP","COL","$7,000,000","$7,000,000","$7,000,000",""
"","Adam Ottavino","2018","RP","COL","$7,000,000","$7,000,000","$7,000,000",""
"","Freddy Galvis","2018","SS","SD","$6,825,000","$6,825,000","$6,825,000",""
"","Gerrit Cole","2018","SP","HOU","$6,750,000","$6,750,000","$6,750,000",""
"","Jordy Mercer","2018","SS","PIT","$6,750,000","$6,750,000","$6,750,000",""
"","Evan Gattis","2018","C","HOU","$6,700,000","$6,700,000","$6,700,000",""
"","Avisail Garcia","2018","RF","CHW","$6,700,000","$6,700,000","$6,700,000",""
"","Marcus Stroman","2018","SP","TOR","$6,500,000","$6,500,000","$6,500,000",""
"","Mitch Moreland","2018","1B","BOS","$6,500,000","$6,500,000","$6,500,000",""
"","Jonathan Lucroy","2018","C","OAK","$6,500,000","$6,500,000","$6,500,000",""
"","Sonny Gray","2018","SP","NYY","$6,500,000","$6,500,000","$6,500,000",""
"","Juan Lagares","2018","CF","NYM","$6,500,000","$6,500,000","$6,500,000",""
"","Tanner Roark","2018","SP","WSH","$6,475,000","$6,475,000","$6,475,000",""
"","Chris Archer","2018","SP","PIT","$6,250,000","$6,416,666","$2,083,324",""
"","Jake Odorizzi","2018","SP","MIN","$6,300,000","$6,300,000","$6,300,000",""
"","Jose Iglesias","2018","SS","DET","$6,275,000","$6,275,000","$6,275,000",""
"","Steven Pearce","2018","LF","BOS","$6,250,000","$6,250,000","$1,500,000",""
"","Kenta Maeda","2018","SP","LAD","$3,000,000","$6,125,000","$6,125,000",""
"","Jackie Bradley Jr.","2018","CF","BOS","$6,100,000","$6,100,000","$6,100,000",""
"","Nick Castellanos","2018","RF","DET","$6,050,000","$6,050,000","$6,050,000",""
"","Martin Perez","2018","SP","TEX","$6,000,000","$6,000,000","$6,000,000",""
"","Michael Fiers","2018","SP","OAK","$6,000,000","$6,000,000","$1,806,448",""
"","Matt Joyce","2018","RF","OAK","$6,000,000","$6,000,000","$6,000,000",""
"","Jed Lowrie","2018","2B","OAK","$6,000,000","$6,000,000","$6,000,000",""
"","Tony Sipp","2018","RP","HOU","$6,000,000","$6,000,000","$6,000,000",""
"","Alex Wood","2018","SP","LAD","$6,000,000","$6,000,000","$6,000,000",""
"","Jason Vargas","2018","SP","NYM","$6,000,000","$6,000,000","$6,000,000",""
"","Adam Eaton","2018","RF","WSH","$6,000,000","$6,000,000","$6,000,000",""
"","Corey Dickerson","2018","LF","PIT","$5,950,000","$5,950,000","$5,950,000",""
"","Fernando Rodney","2018","RP","OAK","$4,250,000","$5,900,000","$1,188,148",""
"","Adeiny Hechavarria","2018","SS","NYY","$5,900,000","$5,900,000","$87,900",""
"","Pedro Strop","2018","RP","CHC","$5,850,000","$5,850,000","$5,850,000",""
"","Scooter Gennett","2018","2B","CIN","$5,700,000","$5,700,000","$5,700,000",""
"","Kevin Kiermaier","2018","CF","TB","$5,500,000","$5,666,666","$5,666,666",""
"","Matt Harvey","2018","SP","CIN","$5,625,000","$5,625,000","$0",""
"","Shawn Kelley","2018","RP","OAK","$5,500,000","$5,600,000","$1,655,920",""
"","Kevin Gausman","2018","SP","ATL","$5,600,000","$5,600,000","$1,866,696",""
"","David Phelps","2018","RP","SEA","$5,550,000","$5,550,000","$5,550,000",""
"","Logan Morrison","2018","DH","MIN","$5,500,000","$5,500,000","$5,500,000",""
"","Anthony Swarzak","2018","RP","NYM","$5,000,000","$5,500,000","$5,500,000",""
"","Alex Colome","2018","RP","SEA","$5,300,000","$5,300,000","$3,803,565",""
"","Roberto Osuna","2018","RP/CL","HOU","$5,300,000","$5,300,000","$1,766,690",""
"","Michael Wacha","2018","SP","STL","$5,300,000","$5,300,000","$5,300,000",""
"","Raisel Iglesias","2018","RP/CL","CIN","$4,500,000","$5,214,285","$5,214,285",""
"","Brad Brach","2018","RP","ATL","$5,165,000","$5,165,000","$1,749,447",""
"","Marwin Gonzalez","2018","LF","HOU","$5,125,000","$5,125,000","$5,125,000",""
"","Cesar Hernandez","2018","2B","PHI","$5,100,000","$5,100,000","$5,100,000",""
"","Dellin Betances","2018","RP","NYY","$5,100,000","$5,100,000","$5,100,000",""
"","Brandon Kintzler","2018","RP","CHC","$5,000,000","$5,000,000","$1,666,684",""
"","Curtis Granderson","2018","RF","MIL","$5,000,000","$5,000,000","$833,342",""
"","Eric Thames","2018","1B","MIL","$5,000,000","$5,000,000","$5,000,000",""
"","Collin McHugh","2018","RP","HOU","$5,000,000","$5,000,000","$5,000,000",""
"","Jim Johnson","2018","RP","LAA","$4,500,000","$5,000,000","$5,000,000",""
"","Luke Gregerson","2018","RP","STL","$5,000,000","$5,000,000","$5,000,000",""
"","James Paxton","2018","SP","SEA","$4,900,000","$4,900,000","$4,900,000",""
"","Shelby Miller","2018","RP","ARI","$4,900,000","$4,900,000","$4,900,000",""
"","Eduardo Escobar","2018","3B","ARI","$4,850,000","$4,850,000","$1,694,875",""
"","Taijuan Walker","2018","SP","ARI","$4,825,000","$4,825,000","$4,825,000",""
"","Chase Anderson","2018","SP","MIL","$4,250,000","$4,750,000","$4,750,000",""
"","Miguel Gonzalez","2018","SP","CHW","$4,750,000","$4,750,000","$4,750,000",""
"","Ender Inciarte","2018","CF","ATL","$4,000,000","$4,700,000","$4,700,000",""
"","Jorge Soler","2018","LF","KC","$4,000,000","$4,666,667","$4,666,667",""
"","Ken Giles","2018","RP","TOR","$4,600,000","$4,600,000","$1,533,322",""
"","Billy Hamilton","2018","CF","CIN","$4,600,000","$4,600,000","$4,600,000",""
"","Jon Jay","2018","CF","ARI","$3,000,000","$4,500,000","$1,887,093",""
"","Wil Myers","2018","LF","SD","$2,000,000","$4,500,000","$4,500,000",""
"","Tucker Barnhart","2018","C","CIN","$4,000,000","$4,437,500","$4,437,500",""
"","Sam Dyson","2018","RP","SF","$4,425,000","$4,425,000","$4,425,000",""
"","Carlos Gomez","2018","RF","TB","$4,000,000","$4,400,000","$4,400,000",""
"","Sean Doolittle","2018","RP","WSH","$4,350,000","$4,380,000","$4,380,000",""
"","Tyler Flowers","2018","C","ATL","$4,000,000","$4,300,000","$4,300,000",""
"","Jake Lamb","2018","3B","ARI","$4,275,000","$4,275,000","$4,275,000",""
"","Justin Wilson","2018","RP","CHC","$4,250,000","$4,250,000","$4,250,000",""
"","David Freese","2018","3B","LAD","$4,250,000","$4,250,000","$685,470",""
"","Kyle Gibson","2018","SP","MIN","$4,200,000","$4,200,000","$4,200,000",""
"","Erasmo Ramirez","2018","SP","SEA","$4,200,000","$4,200,000","$4,200,000",""
"","Kyle Hendricks","2018","SP","CHC","$4,175,000","$4,175,000","$4,175,000",""
"","Yangervis Solarte","2018","3B","TOR","$4,000,000","$4,125,000","$4,125,000",""
"","Justin Smoak","2018","1B","TOR","$4,125,000","$4,125,000","$4,125,000",""
"","Matt Shoemaker","2018","SP","LAA","$4,125,000","$4,125,000","$4,125,000",""
"","Gregory Polanco","2018","RF","PIT","$3,500,000","$4,100,000","$4,100,000",""
"","Alex Avila","2018","C","ARI","$4,000,000","$4,000,000","$4,000,000",""
"","Eduardo Nunez","2018","2B","BOS","$4,000,000","$4,000,000","$4,000,000",""
"","Brett Anderson","2018","SP","OAK","$4,000,000","$4,000,000","$3,268,817",""
"","Hector Rondon","2018","RP","HOU","$4,000,000","$4,000,000","$4,000,000",""
"","Neil Walker","2018","2B","NYY","$4,000,000","$4,000,000","$4,000,000",""
"","Francisco Liriano","2018","SP","DET","$4,000,000","$4,000,000","$4,000,000",""
"","Matt Adams","2018","1B","STL","$4,000,000","$4,000,000","$881,705",""
"","Kolten Wong","2018","2B","STL","$4,000,000","$4,000,000","$4,000,000",""
"","Robbie Ray","2018","SP","ARI","$3,950,000","$3,950,000","$3,950,000",""
"","Nate Jones","2018","RP","CHW","$3,950,000","$3,950,000","$3,950,000",""
"","Martin Maldonado","2018","C","HOU","$3,900,000","$3,900,000","$1,383,888",""
"","Kurt Suzuki","2018","C","ATL","$3,500,000","$3,850,000","$3,850,000",""
"","Joe Kelly","2018","RP","BOS","$3,825,000","$3,825,000","$3,825,000",""
"","Lucas Duda","2018","1B","ATL","$3,500,000","$3,800,000","$301,075",""
"","Alcides Escobar","2018","SS","KC","$2,500,000","$3,775,000","$3,775,000",""
"","Jarrod Dyson","2018","RF","ARI","$3,500,000","$3,750,000","$3,750,000",""
"","Jimmy Nelson","2018","SP","MIL","$3,700,000","$3,700,000","$3,700,000",""
"","Zach Duke","2018","RP","SEA","$2,150,000","$3,650,000","$716,658",""
"","Corey Knebel","2018","RP/CL","MIL","$3,650,000","$3,650,000","$3,650,000",""
"","Chris Iannetta","2018","C","COL","$3,450,000","$3,600,000","$3,600,000",""
"","Steven Souza","2018","RF","ARI","$3,550,000","$3,550,000","$3,550,000",""
"","Brian Duensing","2018","RP","CHC","$3,500,000","$3,500,000","$3,500,000",""
"","Doug Fister","2018","SP","TEX","$3,500,000","$3,500,000","$3,500,000",""
"","Yusmeiro Petit","2018","RP","OAK","$3,500,000","$3,500,000","$3,500,000",""
"","Clayton Richard","2018","SP","SD","$3,000,000","$3,500,000","$3,500,000",""
"","Travis d'Arnaud","2018","C","NYM","$3,475,000","$3,475,000","$3,475,000",""
"","Joe Panik","2018","2B","SF","$3,450,000","$3,450,000","$3,450,000",""
"","Chris Owings","2018","RF","ARI","$3,400,000","$3,400,000","$3,400,000",""
"","Justin Bour","2018","1B","PHI","$3,400,000","$3,400,000","$950,560",""
"","Arodys Vizcaino","2018","RP","ATL","$3,400,000","$3,400,000","$3,400,000",""
"","Wilmer Flores","2018","1B","NYM","$3,400,000","$3,400,000","$3,400,000",""
"","Dan Straily","2018","SP","MIA","$3,375,000","$3,375,000","$3,375,000",""
"","Odubel Herrera","2018","CF","PHI","$3,000,000","$3,350,000","$3,350,000",""
"","Tim Beckham","2018","SS","BAL","$3,350,000","$3,350,000","$3,350,000",""
"","Rougned Odor","2018","2B","TEX","$3,000,000","$3,333,333","$3,333,333",""
"","Adam Warren","2018","RP","SEA","$3,315,000","$3,315,000","$1,105,026",""
"","David Peralta","2018","RF","ARI","$3,300,000","$3,300,000","$3,300,000",""
"","Cameron Maybin","2018","CF","SEA","$3,250,000","$3,250,000","$1,083,326",""
"","Kevin Pillar","2018","CF","TOR","$3,250,000","$3,250,000","$3,250,000",""
"","Craig Stammen","2018","RP","SD","$2,250,000","$3,250,000","$3,250,000",""
"","Addison Russell","2018","SS","CHC","$3,200,000","$3,200,000","$3,200,000",""
"","Marcus Semien","2018","SS","OAK","$3,125,000","$3,125,000","$3,125,000",""
"","Stephen Vogt","2018","C","MIL","$3,065,000","$3,065,000","$3,065,000",""
"","Ketel Marte","2018","2B","ARI","$1,000,000","$3,000,000","$3,000,000",""
"","Drew Smyly","2018","SP","CHC","$3,000,000","$3,000,000","$3,000,000",""
"","Yoshihisa Hirano","2018","RP/CL","ARI","$3,000,000","$3,000,000","$3,000,000",""
"","Tony Watson","2018","RP","SF","$3,000,000","$3,000,000","$3,000,000",""
"","Colby Rasmus","2018","LF","BAL","$3,000,000","$3,000,000","$3,000,000",""
"","Felipe Vazquez","2018","RP","PIT","$2,500,000","$3,000,000","$3,000,000",""
"","Jung Ho Kang","2018","3B","PIT","$3,000,000","$3,000,000","$3,000,000",""
"","Bud Norris","2018","RP","STL","$3,000,000","$3,000,000","$3,000,000",""
"","Howie Kendrick","2018","LF","WSH","$3,000,000","$3,000,000","$3,000,000",""
"","Mike Zunino","2018","C","SEA","$2,975,000","$2,975,000","$2,975,000",""
"","Noah Syndergaard","2018","SP","NYM","$2,975,000","$2,975,000","$2,975,000",""
"","Maikel Franco","2018","3B","PHI","$2,950,000","$2,950,000","$2,950,000",""
"","Brandon Maurer","2018","RP","KC","$2,950,000","$2,950,000","$2,950,000",""
"","Derek Dietrich","2018","LF","MIA","$2,900,000","$2,900,000","$2,900,000",""
"","J.T. Realmuto","2018","C","MIA","$2,900,000","$2,900,000","$2,900,000",""
"","Jared Hughes","2018","RP","CIN","$2,125,000","$2,875,000","$2,875,000",""
"","Aaron Hicks","2018","CF","NYY","$2,825,000","$2,825,000","$2,825,000",""
"","Randal Grichuk","2018","CF","TOR","$2,800,000","$2,800,000","$2,800,000",""
"","David Hernandez","2018","RP","CIN","$2,500,000","$2,800,000","$2,800,000",""
