"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age","Age","Weight","Height",""
"","Justin Morneau","2011","1B","MIN","$14,000,000","$1,000,000","$15,000,000","$15,000,000","6","$80,000,000","$57,595,000","2014","2008","26","30","220","6'4""",""
"","Derek Lowe","2011","SP","ATL","$15,000,000","$0","$15,000,000","$15,000,000","4","$60,000,000","$93,617,000","2013","2009","35","38","0","0'0""",""
"","Chris Carpenter","2011","SP","STL","$15,000,000","$0","$15,000,000","$15,000,000","5","$63,500,000","$79,290,000","2013","2007","31","36","0","0'0""",""
"","Aramis Ramirez","2011","3B","CHC","$14,600,000","$0","$14,675,000","$14,675,000","5","$75,000,000","$100,650,000","0","2007","28","33","215","6'1""",""
"","Ryan Dempster","2011","SP","CHC","$13,500,000","$1,000,000","$14,500,000","$14,500,000","4","$52,000,000","$61,670,000","2013","2009","31","34","0","0'0""",""
"","David Wright","2011","3B","NYM","$14,000,000","$250,000","$14,250,000","$14,250,000","6","$55,000,000","$40,956,500","2014","2007","24","28","205","6'0""",""
"","Mark Buehrle","2011","SP","CHW","$14,000,000","$0","$14,025,000","$14,025,000","4","$56,000,000","$78,745,000","2012","2008","28","32","195","6'2""",""
"","Chipper Jones","2011","3B","ATL","$13,000,000","$1,000,000","$14,000,000","$14,000,000","3","$42,000,000","$0","2014","2010","37","39","0","0'0""",""
"","J.D. Drew","2011","RF","BOS","$14,000,000","$0","$14,000,000","$14,000,000","5","$70,000,000","$108,300,000","2012","2007","31","35","0","0'0""",""
"","Aaron Rowand","2011","CF","SF","$12,000,000","$1,600,000","$13,600,000","$13,600,000","5","$60,000,000","$56,885,000","2013","2008","30","33","0","0'0""",""
"","Zack Greinke","2011","SP","MIL","$13,500,000","$0","$13,500,000","$13,500,000","4","$38,000,000","$29,897,172","2013","2009","25","27","200","6'2""",""
"","Justin Verlander","2011","SP","DET","$12,750,000","$166,666","$13,416,666","$13,416,666","5","$80,000,000","$29,191,000","2015","2010","26","28","225","6'5""",""
"","Milton Bradley","2011","RF","SEA","$12,000,000","$1,333,334","$13,333,334","$13,333,334","3","$30,000,000","$46,972,300","2012","2009","30","33","0","0'0""",""
"","Jorge Posada","2011","C","NYY","$13,100,000","$0","$13,100,000","$13,100,000","4","$52,400,000","$52,400,000","2012","0","-1,972","39","0","0'0""",""
"","Carlos Guillen","2011","1B","DET","$13,000,000","$0","$13,000,000","$13,000,000","4","$48,000,000","$68,890,000","2012","0","-1,976","35","0","0'0""",""
"","Dan Haren","2011","SP","LAA","$12,750,000","$0","$12,750,000","$12,750,000","4","$44,750,000","$35,523,500","2013","2009","28","30","215","6'5""",""
"","David Ortiz","2011","DH","BOS","$12,500,000","$0","$12,650,000","$12,650,000","4","$52,000,000","$83,576,000","0","2008","32","35","230","6'3""",""
"","Alex Rios","2011","RF","CHW","$12,000,000","$500,000","$12,500,000","$12,500,000","7","$68,835,000","$35,900,000","2015","2008","26","30","210","6'5""",""
"","Gary Matthews Jr.","2011","CF","NYM","$12,000,000","$400,000","$12,400,000","$1,000,000","5","$50,000,000","$59,055,357","2012","2007","32","36","0","0'0""",""
"","Francisco Cordero","2011","RP","CIN","$12,125,000","$125,000","$12,250,000","$12,250,000","4","$46,000,000","$0","2013","2008","32","36","0","0'0""",""
"","Kevin Youkilis","2011","3B","BOS","$12,000,000","$250,000","$12,250,000","$12,250,000","4","$41,125,000","$32,037,225","2013","2009","29","32","0","0'0""",""
"","Kyle Lohse","2011","SP","STL","$11,875,000","$312,500","$12,187,500","$12,187,500","4","$41,000,000","$45,365,000","2013","2009","30","32","214","6'2""",""
"","Raul Ibanez","2011","DH","PHI","$11,500,000","$666,668","$12,166,668","$12,166,668","3","$31,500,000","$59,825,000","2012","2009","36","39","225","6'2""",""
"","Francisco Rodriguez","2011","RP","MIL","$11,500,000","$666,667","$12,166,667","$2,450,819","3","$37,000,000","$57,069,166","0","2009","26","29","180","6'0""",""
"","Scott Kazmir","2011","SP","LAA","$12,000,000","$0","$12,000,000","$12,000,000","3","$28,500,000","$33,047,000","2013","2009","24","27","185","6'0""",""
"","Brad Lidge","2011","RP","PHI","$11,500,000","$500,000","$12,000,000","$12,000,000","3","$37,500,000","$52,835,000","2012","2009","32","34","0","0'0""",""
"","Felix Hernandez","2011","SP","SEA","$11,000,000","$700,000","$11,950,000","$11,950,000","5","$78,000,000","$25,035,000","2015","2010","23","25","225","6'3""",""
"","Brandon Phillips","2011","2B","CIN","$11,250,000","$187,500","$11,437,500","$11,437,500","4","$27,000,000","$28,632,200","2013","2008","26","30","200","6'0""",""
"","Joe Nathan","2011","RP","MIN","$11,250,000","$0","$11,250,000","$11,250,000","4","$47,000,000","$57,925,000","2013","2008","33","36","230","6'4""",""
"","Jose Reyes","2011","3B","NYM","$11,000,000","$0","$11,050,000","$11,050,000","4","$23,250,000","$35,213,000","2012","2007","23","28","195","0'0""",""
"","Aaron Cook","2011","SP","COL","$9,875,000","$833,334","$10,708,334","$10,708,334","3","$30,000,000","$39,901,000","2013","2009","29","32","0","0'0""",""
"","Nick Markakis","2011","RF","BAL","$10,250,000","$350,000","$10,675,000","$10,675,000","6","$66,100,000","$25,207,000","2016","2009","25","27","210","0'0""",""
"","Todd Helton","2011","1B","COL","$6,000,000","$4,600,000","$10,600,000","$10,600,000","9","$141,500,000","$0","2012","2003","29","37","0","0'0""",""
"","Michael Cuddyer","2011","LF","MIN","$10,500,000","$0","$10,525,000","$10,525,000","4","$30,750,000","$39,357,500","2012","2008","28","32","228","6'2""",""
"","Joe Blanton","2011","RP","PHI","$8,500,000","$2,000,000","$10,500,000","$10,500,000","3","$24,000,000","$25,098,500","2013","2010","29","30","252","6'3""",""
"","Daisuke Matsuzaka","2011","SP","BOS","$10,000,000","$333,333","$10,333,333","$10,333,333","6","$52,000,000","$41,666,665","2013","2007","26","30","200","6'0""",""
"","Robinson Cano","2011","2B","NYY","$10,000,000","$0","$10,000,000","$10,000,000","4","$30,000,000","$29,021,800","2014","2008","25","28","210","6'0""",""
"","Brian Roberts","2011","2B","BAL","$10,000,000","$0","$10,000,000","$10,000,000","4","$40,000,000","$42,310,000","2014","2010","32","33","0","0'0""",""
"","Cole Hamels","2011","SP","PHI","$9,500,000","$0","$9,550,000","$9,550,000","3","$20,500,000","$23,777,000","0","2009","25","27","205","6'4""",""
"","Chone Figgins","2011","3B","SEA","$9,000,000","$500,000","$9,500,000","$9,500,000","4","$36,000,000","$35,985,000","2015","2010","31","33","0","0'0""",""
"","Andre Ethier","2011","CF","LAD","$9,250,000","$250,000","$9,500,000","$9,500,000","2","$15,250,000","$20,242,000","0","2010","27","29","210","6'2""",""
"","Randy Wolf","2011","SP","MIL","$9,500,000","$0","$9,500,000","$9,500,000","3","$29,750,000","$62,962,104","2013","2010","33","34","0","0'0""",""
"","Nick Swisher","2011","OF","NYY","$9,000,000","$100,000","$9,100,000","$9,100,000","5","$26,750,000","$28,181,500","2013","2007","26","30","198","6'0""",""
"","Ryan Zimmerman","2011","1B","WSH","$8,925,000","$100,000","$9,025,000","$9,025,000","5","$45,000,000","$23,542,000","2014","2009","24","26","215","6'3""",""
"","Bobby Abreu","2011","LF","LAA","$9,000,000","$0","$9,000,000","$9,000,000","2","$19,000,000","$0","2013","2010","35","37","0","0'0""",""
"","Tim Hudson","2011","SP","ATL","$9,000,000","$0","$9,000,000","$9,000,000","3","$28,000,000","$79,200,000","2014","2010","34","35","174","6'1""",""
"","Edwin Jackson","2011","SP","STL","$8,350,000","$400,000","$8,750,000","$3,007,796","2","$13,350,000","$17,247,999","2012","2010","26","27","210","0'0""",""
"","Jimmy Rollins","2011","SS","PHI","$8,500,000","$0","$8,500,000","$8,500,000","5","$40,000,000","$54,080,000","2012","2006","27","32","180","5'7""",""
"","Curtis Granderson","2011","RF","NYY","$8,250,000","$0","$8,325,000","$8,325,000","5","$30,250,000","$19,880,000","2014","2008","26","30","200","6'1""",""
"","Joel Pineiro","2011","SP","LAA","$8,000,000","$0","$8,000,000","$8,000,000","2","$16,000,000","$0","2012","2010","31","32","0","0'0""",""
"","Ervin Santana","2011","SP","LAA","$8,000,000","$0","$8,000,000","$8,000,000","4","$30,000,000","$20,036,000","2014","2009","26","28","175","6'2""",""
"","Shane Victorino","2011","RF","PHI","$7,500,000","$0","$7,550,000","$7,550,000","3","$22,000,000","$16,995,000","2013","2010","29","30","160","5'9""",""
"","Jason Marquis","2011","SP","WSH","$7,500,000","$0","$7,500,000","$7,500,000","2","$15,000,000","$36,000,000","2012","2010","31","32","210","6'1""",""
"","Matt Cain","2011","RP","SF","$7,000,000","$333,333","$7,333,333","$7,333,333","3","$27,250,000","$18,119,666","2013","2010","25","26","230","6'3""",""
"","Kenshin Kawakami","2011","SP","ATL","$6,667,000","$663,000","$7,330,000","$7,330,000","3","$23,000,000","$23,000,999","2012","2009","33","36","0","0'0""",""
"","Huston Street","2011","RP","COL","$7,300,000","$0","$7,300,000","$7,300,000","3","$22,500,000","$17,115,625","2014","2010","26","27","195","6'0""",""
"","Carlos Silva","2011","SP","CHC","$7,250,000","$0","$7,250,000","$7,250,000","4","$48,000,000","$54,875,000","2012","2008","28","32","0","0'0""",""
"","Matt Kemp","2011","RF","LAD","$7,100,000","$0","$7,100,000","$7,100,000","2","$10,950,000","$12,486,000","2012","2010","25","26","225","0'0""",""
"","Jonathan Broxton","2011","RP","LAD","$7,000,000","$0","$7,000,000","$7,000,000","2","$11,000,000","$15,147,500","0","2010","25","27","305","6'4""",""
"","Jose Valverde","2011","RP","DET","$7,000,000","$0","$7,000,000","$7,000,000","2","$14,000,000","$0","2013","2010","31","33","0","0'0""",""
"","Adam Wainwright","2011","SP","STL","$6,500,000","$187,500","$6,687,500","$6,687,500","4","$15,000,000","$17,853,000","2014","2008","26","29","230","6'7""",""
"","Brian McCann","2011","C","ATL","$6,500,000","$166,666","$6,666,666","$6,666,666","6","$26,800,000","$19,199,500","2014","2007","22","27","225","6'3""",""
"","Adrian Gonzalez","2011","1B","BOS","$6,300,000","$0","$6,375,000","$6,375,000","5","$15,800,000","$19,993,500","2012","2007","24","29","215","6'2""",""
"","Paul Maholm","2011","RP","PIT","$5,750,000","$500,000","$6,250,000","$6,250,000","3","$14,500,000","$17,105,500","2013","2009","26","29","245","6'2""",""
"","Ian Kinsler","2011","2B","TEX","$6,000,000","$200,000","$6,200,000","$6,200,000","5","$22,000,000","$15,147,708","2014","2008","25","29","200","6'0""",""
"","Freddy Sanchez","2011","2B","SF","$6,000,000","$0","$6,000,000","$6,000,000","2","$12,000,000","$26,417,000","0","2010","32","33","0","0'0""",""
"","Mike Gonzalez","2011","RP","BAL","$6,000,000","$0","$6,000,000","$6,000,000","2","$12,000,000","$20,839,500","2012","2010","31","33","0","0'0""",""
"","Mark Ellis","2011","2B","OAK","$6,000,000","$0","$6,000,000","$6,000,000","2","$11,000,000","$28,282,000","2012","2009","31","34","0","0'0""",""
"","Jon Lester","2011","SP","BOS","$5,750,000","$0","$5,800,000","$5,800,000","5","$30,000,000","$12,602,403","2015","2009","24","27","240","6'4""",""
"","Dustin Pedroia","2011","2B","BOS","$5,500,000","$250,000","$5,750,000","$5,750,000","6","$40,500,000","$12,815,984","0","2009","25","27","175","5'9""",""
"","Fernando Rodney","2011","RP","LAA","$5,500,000","$0","$5,500,000","$5,500,000","2","$11,000,000","$17,407,500","2012","2010","32","34","240","0'0""",""
"","Marlon Byrd","2011","LF","CHC","$5,500,000","$0","$5,500,000","$5,500,000","3","$15,000,000","$14,950,000","2013","2010","32","33","245","6'0""",""
"","Placido Polanco","2011","3B","PHI","$5,250,000","$166,667","$5,416,667","$5,416,667","3","$18,000,000","$43,035,000","2013","2010","34","35","0","0'0""",""
"","Mark Reynolds","2011","3B","BAL","$5,000,000","$333,333","$5,333,333","$5,333,333","3","$14,500,000","$7,365,666","2013","2010","26","27","220","6'2""",""
"","Jason Kubel","2011","LF","MIN","$5,250,000","$0","$5,250,000","$5,250,000","3","$12,100,000","$14,430,500","2012","2009","26","29","0","0'0""",""
"","Brandon Lyon","2011","RP","HOU","$5,250,000","$0","$5,250,000","$5,250,000","3","$15,000,000","$20,174,500","2013","2010","30","31","0","0'0""",""
"","Casey Blake","2011","3B","LAD","$5,250,000","$0","$5,250,000","$5,250,000","3","$17,500,000","$32,082,400","2012","2009","34","36","0","0'0""",""
"","Juan Rivera","2011","LF","LAD","$5,250,000","$0","$5,250,000","$2,237,704","3","$12,750,000","$18,752,000","2012","2009","30","32","0","0'0""",""
"","Ryan Doumit","2011","C","PIT","$5,100,000","$100,000","$5,200,000","$5,200,000","3","$11,500,000","$13,051,000","2014","2009","27","30","220","6'1""",""
"","Chris Young","2011","RF","ARI","$5,000,000","$200,000","$5,200,000","$5,200,000","5","$28,000,000","$11,386,000","2014","2009","25","27","200","6'2""",""
"","Adam Lind","2011","1B","TOR","$5,000,000","$150,000","$5,150,000","$5,150,000","4","$18,000,000","$2,628,200","2017","2010","26","27","195","6'2""",""
"","Scott Baker","2011","SP","MIN","$5,000,000","$0","$5,000,000","$5,000,000","4","$15,250,000","$10,798,500","2014","2009","27","29","215","6'4""",""
"","Gavin Floyd","2011","RP","CHW","$5,000,000","$0","$5,000,000","$5,000,000","4","$15,500,000","$14,126,000","2014","2009","25","28","235","6'4""",""
"","Juan Pierre","2011","LF","CHW","$5,000,000","$0","$5,000,000","$5,000,000","5","$44,000,000","$57,565,000","2012","2007","29","33","0","0'0""",""
"","Jack Wilson","2011","2B","ATL","$5,000,000","$0","$5,000,000","$1,612,021","2","$10,000,000","$40,067,000","2012","2010","32","33","0","0'0""",""
"","Ryan Madson","2011","RP","PHI","$4,500,000","$333,333","$4,833,333","$4,833,333","3","$12,000,000","$15,900,000","2012","2009","28","30","234","6'6""",""
"","John Grabow","2011","RP","CHC","$4,800,000","$0","$4,800,000","$4,800,000","2","$7,500,000","$12,736,250","2012","2010","31","32","0","0'0""",""
"","Chris Snyder","2011","C","PIT","$4,250,000","$500,000","$4,750,000","$1,500,000","3","$14,500,000","$15,909,000","0","2009","27","30","0","0'0""",""
"","Ben Zobrist","2011","2B","TB","$4,500,000","$140,475","$4,640,475","$4,640,475","4","$18,000,000","$6,760,100","2016","2010","28","30","210","6'3""",""
"","Jeremy Affeldt","2011","RP","SF","$4,500,000","$0","$4,500,000","$4,500,000","2","$9,500,000","$21,863,000","2013","2010","30","32","226","6'4""",""
"","David Aardsma","2011","RP","SEA","$4,500,000","$0","$4,500,000","$4,500,000","1","$4,500,000","$1,425,000","2012","0","-1,982","29","0","0'0""",""
"","Justin Upton","2011","LF","ARI","$4,250,000","$208,333","$4,458,333","$4,458,333","6","$51,500,000","$13,285,000","2016","2010","22","23","215","6'1""",""
"","Yuniesky Betancourt","2011","1B","MIL","$4,000,000","$375,000","$4,375,000","$2,000,000","4","$13,750,000","$14,562,668","2012","2008","25","29","0","0'0""",""
"","Stephen Strasburg","2011","SP","WSH","$2,500,000","$1,875,000","$4,375,000","$4,375,000","4","$15,100,000","$12,400,000","0","2009","20","22","235","6'5""",""
"","Franklin Gutierrez","2011","CF","SEA","$4,000,000","$312,500","$4,312,500","$4,312,500","4","$20,250,000","$9,134,300","2014","2010","26","28","200","6'2""",""
"","LaTroy Hawkins","2011","RP/CL","MIL","$4,000,000","$250,000","$4,250,000","$4,250,000","2","$7,500,000","$35,750,000","2012","2010","37","38","195","6'5""",""
"","James Shields","2011","SP","TB","$4,250,000","$0","$4,250,000","$4,250,000","4","$11,250,000","$9,844,900","2015","2008","26","29","215","6'3""",""
"","Kei Igawa","2011","RP","NYY","$4,000,000","$0","$4,000,000","$4,000,000","5","$20,000,000","$20,000,000","2012","2007","27","31","0","0'0""",""
"","Damaso Marte","2011","RP","NYY","$4,000,000","$0","$4,000,000","$4,000,000","3","$12,000,000","$20,757,499","2012","2009","33","36","0","0'0""",""
"","Joakim Soria","2011","RP/CL","KC","$4,000,000","$0","$4,000,000","$4,000,000","3","$8,750,000","$8,806,500","2015","2009","24","27","205","6'3""",""
"","Rafael Betancourt","2011","RP","COL","$3,775,000","$0","$3,775,000","$3,775,000","2","$7,550,000","$0","0","2010","34","36","0","0'0""",""
"","Jason Kendall","2011","C","KC","$3,750,000","$0","$3,750,000","$3,750,000","2","$6,000,000","$84,793,998","2012","2010","35","37","0","0'0""",""
"","Aroldis Chapman","2011","RP","CIN","$1,000,000","$2,708,333","$3,708,333","$3,708,333","6","$30,250,000","$18,250,000","0","2010","21","23","218","6'4""",""
"","Yovani Gallardo","2011","RP","MIL","$3,250,000","$250,000","$3,500,000","$3,500,000","5","$30,100,000","$6,923,000","2016","2010","23","25","205","6'2""",""
"","Jeff Samardzija","2011","SP","CHC","$3,000,000","$500,000","$3,500,000","$3,500,000","5","$10,000,000","$17,250,000","0","2007","21","26","240","0'0""",""
"","Ryan Franklin","2011","RP","STL","$3,500,000","$0","$3,500,000","$3,500,000","2","$6,500,000","$20,077,500","2012","2010","36","38","0","0'0""",""
"","Maicer Izturis","2011","2B","LAA","$3,100,000","$166,667","$3,266,667","$3,266,667","3","$10,000,000","$10,107,000","2013","2010","29","30","155","5'8""",""
"","Darren Oliver","2011","RP","TEX","$3,250,000","$0","$3,250,000","$3,250,000","1","$3,500,000","$34,615,000","2012","2010","39","40","0","0'0""",""
"","Kelly Shoppach","2011","C","TB","$3,000,000","$0","$3,000,000","$3,000,000","2","$5,550,000","$9,052,000","0","2010","29","31","0","0'0""",""
"","Ivan Rodriguez","2011","C","WSH","$3,000,000","$0","$3,000,000","$3,000,000","2","$6,000,000","$0","2012","2010","38","39","0","0'0""",""
"","Nick Blackburn","2011","SP","MIN","$3,000,000","$0","$3,000,000","$3,000,000","4","$14,000,000","$4,580,000","2015","2010","27","29","0","0'0""",""
"","Matt Thornton","2011","RP","CHW","$3,000,000","$0","$3,000,000","$3,000,000","3","$3,250,000","$8,678,000","2012","2007","30","34","235","6'6""",""
"","Colby Lewis","2011","SP","TEX","$3,000,000","$0","$3,000,000","$3,000,000","2","$5,000,000","$7,029,500","2013","2010","30","31","238","6'4""",""
"","Adeiny Hechavarria","2011","SS","TOR","$2,000,000","$1,000,000","$3,000,000","$3,000,000","4","$10,000,000","$6,500,000","0","2010","20","22","195","0'0""",""
"","Alexei Ramirez","2011","SS","CHW","$2,750,000","$125,000","$2,875,000","$2,875,000","4","$4,750,000","$6,400,000","2012","2008","26","29","180","6'2""",""
"","Mike Wuertz","2011","RP","OAK","$2,800,000","$0","$2,800,000","$2,800,000","2","$5,250,000","$8,352,000","2012","2010","31","32","0","0'0""",""
"","Danys Baez","2011","RP","PHI","$2,750,000","$0","$2,750,000","$2,750,000","2","$5,250,000","$47,250,000","2012","2010","32","33","0","0'0""",""
"","Chris Iannetta","2011","C","COL","$2,550,000","$83,333","$2,633,333","$2,633,333","3","$8,350,000","$6,290,666","0","2010","26","28","230","0'0""",""
"","Evan Longoria","2011","3B","TB","$2,500,000","$0","$2,500,000","$2,500,000","6","$17,500,000","$7,675,000","0","2008","22","25","215","6'1""",""
"","Alex Gonzalez","2011","SS","ATL","$2,500,000","$0","$2,500,000","$2,500,000","1","$2,750,000","$31,350,000","2012","2010","32","34","0","0'0""",""
"","Melvin Mora","2011","3B","ARI","$2,350,000","$0","$2,350,000","$2,350,000","1","$2,400,000","$20,476,914","2012","0","-1,973","39","0","0'0""",""
"","Jamey Carroll","2011","2B","LAD","$1,800,000","$500,000","$2,300,000","$2,300,000","2","$3,850,000","$11,845,000","2012","2010","35","37","0","0'0""",""
"","David Price","2011","SP","TB","$1,250,000","$933,333","$2,183,333","$2,183,333","6","$8,500,000","$8,896,665","0","2007","21","25","215","6'5""",""
"","Pedro Alvarez","2011","1B","PIT","$550,000","$1,500,000","$2,050,000","$2,050,000","4","$6,355,000","$7,450,000","2015","2009","21","24","235","6'3""",""
"","Scott Linebrink","2011","RP","ATL","$2,000,000","$0","$2,000,000","$2,000,000","4","$19,000,000","$23,881,000","2012","2008","31","34","0","0'0""",""
"","Trever Miller","2011","RP","TOR","$2,000,000","$0","$2,000,000","$229,508","2","$4,000,000","$13,095,721","2012","2009","35","38","0","0'0""",""
"","Ryan Spilborghs","2011","CF","COL","$1,950,000","$0","$1,950,000","$1,950,000","2","$3,200,000","$4,557,240","0","2010","30","31","0","0'0""",""
"","Brendan Harris","2011","2B","BAL","$1,750,000","$0","$1,750,000","$1,250,000","2","$3,200,000","$4,693,200","0","2010","29","30","0","0'0""",""
"","Ryota Igarashi","2011","RP","NYM","$1,750,000","$0","$1,750,000","$1,750,000","2","$3,000,000","$3,000,000","2012","2010","30","32","0","0'0""",""
"","Nick Massett","2011","RP","CIN","$1,725,000","$0","$1,725,000","$1,725,000","2","$2,580,000","$4,282,000","0","2010","27","29","235","6'5""",""
"","Mark Teahen","2011","RF","TOR","$1,661,202","$0","$1,661,202","$1,661,202","3","$14,000,000","$15,489,000","2013","2010","28","29","0","0'0""",""
"","Brian Schneider","2011","C","PHI","$1,500,000","$125,000","$1,625,000","$1,625,000","2","$2,750,000","$21,622,000","2012","2010","33","34","0","0'0""",""
"","Ross Gload","2011","1B","PHI","$1,600,000","$0","$1,600,000","$1,600,000","2","$2,600,000","$7,412,000","2012","2010","33","35","0","0'0""",""
"","Rick Porcello","2011","SP","DET","$1,536,000","$0","$1,536,000","$1,536,000","5","$8,821,000","$8,821,000","0","2007","18","22","205","0'0""",""
"","Tim Wakefield","2011","SP","BOS","$1,500,000","$0","$1,500,000","$1,500,000","2","$5,000,000","$55,345,000","2012","2010","43","44","0","0'0""",""
"","Dustin Ackley","2011","2B","SEA","$300,000","$1,200,000","$1,500,000","$1,500,000","5","$7,500,000","$3,100,000","0","2010","21","23","205","6'1""",""
"","Aaron Crow","2011","RP","KC","$900,000","$500,000","$1,400,000","$1,400,000","3","$3,000,000","$2,300,000","2017","2010","23","24","205","6'2""",""
"","Brian Matusz","2011","RP","BAL","$550,000","$800,000","$1,350,000","$1,350,000","4","$3,472,500","$4,675,000","0","2008","20","24","190","6'5""",""
"","Brett Anderson","2011","SP","OAK","$1,000,000","$250,000","$1,250,000","$1,250,000","4","$12,500,000","$3,850,000","2015","2010","21","23","230","6'4""",""
"","Jose Molina","2011","C","TOR","$1,200,000","$0","$1,200,000","$1,200,000","2","$1,600,000","$9,465,000","2012","2010","34","36","0","0'0""",""
"","Ramon Castro","2011","C","CHW","$1,200,000","$0","$1,200,000","$1,200,000","1","$1,200,000","$0","2012","0","-1,977","35","0","0'0""",""
"","Jacob Turner","2011","RP","DET","$1,175,000","$0","$1,175,000","$1,175,000","4","$5,500,000","$2,350,000","0","2010","18","20","215","6'5""",""
"","Yasmani Grandal","2011","C","CIN","$414,000","$747,500","$1,161,500","$1,161,500","4","$4,774,000","$3,804,000","2015","2010","21","22","225","6'2""",""
"","Junichi Tazawa","2011","RP","BOS","$550,000","$600,000","$1,150,000","$1,150,000","3","$3,300,000","$3,300,000","0","2009","22","25","200","0'0""",""
"","Yonder Alonso","2011","1B","CIN","$600,000","$400,000","$1,000,000","$1,000,000","5","$4,550,000","$3,150,000","0","2008","20","24","230","6'1""",""
"","Denard Span","2011","CF","MIN","$1,000,000","$0","$1,000,000","$1,000,000","5","$16,500,000","$4,275,000","2016","2010","25","27","210","6'0""",""
"","Marcus Thames","2011","LF","LAD","$1,000,000","$0","$1,000,000","$1,000,000","1","$1,000,000","$0","2012","0","-1,978","34","0","0'0""",""
"","Felix Pie","2011","CF","BAL","$985,000","$0","$985,000","$985,000","1","$985,000","$1,796,500","2012","0","-1,986","26","0","0'0""",""
"","Jason Michaels","2011","LF","HOU","$900,000","$0","$900,000","$900,000","1","$800,000","$9,665,000","2012","2010","33","35","0","0'0""",""
