Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos_en_contra,Bateos_en_contra_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras_en_contra,Carreras_en_contra_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Equipo_anterior,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Status_agente_libre,Strike-outs,Strike-outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Valor_promedio_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
BAL,6.4,2016,2020,4,0,25,625,0,1,8,13,169,13,169,2.923076923076923,8.54437869822485,0.04659498207885305,0.0021710923549286367,0.13620071684587814,0.018550635269331074,3.77,14.2129,33,33,Baltimore Orioles,BAL,Maryland,18493700,31.0,961.0,34,161,0,Darren O'Day,1,1,5000000,7,220.0,14,0.2111801242236025,RP,0.546583850931677,3,9,UFA,38,1444,6000000,6000000,0.04,6000000,0.0,0.0,31000000,7750000,220260000,31000000,7750000,88,0.48,0.2304,1.23,1.5129,3,13,169,3,9,15.60727002719233,15.60727002719233,15.60727002719233
TOR,6.0,2016,2018,2,0,132,17424,500000,1,13,73,5329,68,4624,2.5384615384615383,6.44378698224852,0.041035353535353536,0.001683900239771452,0.10416666666666667,0.010850694444444446,3.48,12.1104,32,32,Toronto Blue Jays,TOR,Toronto,22406808,176.0,30976.0,29,161,29,Marco Estrada,9,81,12000000,2,180.0,7,0.18012422360248448,SP,0.546583850931677,0,0,UFA,165,27225,11500000,11000000,0.076,11500000,68.46,4686.771599999999,26000000,13000000,65800000,26000000,13000000,88,3.61,13.0321,1.12,1.2544000000000002,2,65,4225,9,81,16.25785759333348,16.213405830762646,16.25785759333348
KC,6.3,2016,2020,3,1,70,4900,0,2,10,31,961,30,900,2.5185185185185186,6.342935528120714,0.04497751124437781,0.002022976517738132,0.1132766949858404,0.012831609626915121,4.05,16.4025,32,31,Kansas City Royals,PIT,Missouri,37056500,66.7,4448.89,70,161,0,Joakim Soria,8,64,7000000,4,205.0,9,0.43478260869565216,RP/CL,0.5031055900621118,1,1,UFA,68,4624,7000000,7000000,0.049,7000000,4.84,23.4256,25000000,8333333,186750000,25000000,8333333,81,0.54,0.2916,1.46,2.1315999999999997,2,27,729,5,25,15.761420707019587,15.761420707019587,15.761420707019587
BAL,6.2,2016,2019,2,1,126,15876,0,1,8,74,5476,71,5041,1.3934426229508197,1.9416823434560602,0.05753631390303716,0.003310427417548827,0.08017355215996981,0.0064277984659474,5.43,29.484899999999996,30,29,Baltimore Orioles,TEX,Maryland,54423000,117.8,13876.84,24,161,23,Yovani Gallardo,8,64,9000000,7,205.0,14,0.14906832298136646,RP,0.546583850931677,0,0,UFA,85,7225,9000000,9000000,0.06,9000000,0.0,0.0,22000000,11000000,220260000,22000000,11000000,88,1.2470400000000004,1.555108761600001,1.59,2.5281000000000002,3,61,3721,6,36,16.012735135300492,16.012735135300492,16.012735135300492
OAK,6.6,2016,2019,3,0,63,3969,166666,5,4,27,729,26,676,2.45,6.002500000000001,0.03434655675768504,0.00117968596110888,0.08414906405632834,0.007081064981556051,3.62,13.1044,35,35,Oakland Athletics,KC,California,37000000,64.7,4186.09,63,161,0,Ryan Madson,7,49,8250000,15,234.0,26,0.391304347826087,RP,0.422360248447205,30,900,UFA,49,2401,7916666,6500000,0.096,7916666,59.27,3512.9329000000002,22000000,7333333,42250000,22000000,7333333,68,1.31,1.7161000000000002,1.28,1.6384,9,20,400,6,36,15.884480715566285,15.687312734865866,15.884480715566285
HOU,6.0,2016,2019,3,0,52,2704,0,2,3,26,676,24,576,2.2222222222222223,4.938271604938272,0.04576659038901602,0.002094580795835973,0.10170353419781338,0.010343608868325794,4.95,24.5025,32,32,Houston Astros,HOU,Texas,12341103,43.7,1909.6900000000003,60,161,0,Tony Sipp,2,4,6000000,1,190.0,10,0.37267080745341613,RP,0.5217391304347826,1,1,UFA,40,1600,6000000,6000000,0.058,6000000,0.39,0.1521,18000000,6000000,26000000,18000000,6000000,84,1.2470400000000004,1.555108761600001,1.6,2.5600000000000005,0,18,324,1,1,15.60727002719233,15.60727002719233,15.60727002719233
DET,6.7,2016,2018,2,1,161,25921,0,1,11,76,5776,71,5041,1.2173913043478262,1.4820415879017015,0.04295051353874883,0.0018447466132422469,0.05228758169934641,0.0027339911999658254,5.37,28.8369,32,31,Detroit Tigers,MIN,Michigan,38362500,119.0,14161.0,24,160,22,Mike Pelfrey,10,100,8000000,11,240.0,16,0.15,RP,0.5375,0,0,UFA,56,3136,8000000,8000000,0.04,8000000,0.0,0.0,16000000,8000000,272257500,16000000,8000000,86,0.15,0.0225,1.74,3.0276,4,46,2116,4,16,15.89495209964411,15.89495209964411,15.89495209964411
WSH,6.2,2016,2019,3,1,41,1681,0,1,11,19,361,17,289,7.2727272727272725,52.89256198347107,0.0210727969348659,0.0004440627706580937,0.1532567049808429,0.023487617621585116,2.64,6.969600000000001,32,31,Washington Nationals,SD,Washington DC,11567500,58.0,3364.0,67,161,0,Shawn Kelley,2,4,4200000,1,237.0,4,0.4161490683229814,RP,0.5838509316770186,7,49,UFA,80,6400,4200000,4000000,0.03,4200000,51.39,2640.9321,15000000,5000000,68750000,15000000,5000000,94,1.46,2.1315999999999997,0.9,0.81,0,11,121,3,9,15.250595083253597,15.201804919084164,15.250595083253597
BOS,6.2,2016,2018,2,0,104,10816,0,1,6,63,3969,60,3600,2.186046511627907,4.77879935100054,0.05416981607457797,0.002934368973553606,0.1184177374653565,0.014022760546414097,6.12,37.4544,32,32,Boston Red Sox,NYY,Massachusetts,44609770,88.2,7779.240000000001,34,161,13,Chris Young,9,81,6500000,13,200.0,22,0.2111801242236025,RF,0.577639751552795,1,1,UFA,94,8836,6500000,6500000,0.031,6500000,0.0,0.0,13000000,6500000,230000000,13000000,6500000,93,1.2470400000000004,1.555108761600001,1.67,2.7889,8,43,1849,3,9,15.687312734865866,15.687312734865866,15.687312734865866
BOS,6.2,2016,2018,2,0,104,10816,0,1,6,63,3969,60,3600,2.186046511627907,4.77879935100054,0.05416981607457797,0.002934368973553606,0.1184177374653565,0.014022760546414097,6.12,37.4544,32,32,Boston Red Sox,KC,Massachusetts,44609770,88.2,7779.240000000001,34,161,13,Chris Young,9,81,6500000,13,200.0,22,0.2111801242236025,RF,0.577639751552795,1,1,UFA,94,8836,6500000,6500000,0.031,6500000,0.0,0.0,11500000,6500000,230000000,13000000,5750000,93,1.2470400000000004,1.555108761600001,1.67,2.7889,8,43,1849,3,9,15.687312734865866,15.687312734865866,15.687312734865866
NYY,6.3,2016,2018,2,1,54,2916,2000000,2,4,27,729,25,625,2.769230769230769,7.668639053254437,0.04585537918871252,0.0021027158005406093,0.12698412698412698,0.016124968505920885,3.57,12.7449,31,30,New York Yankees,NYM,New York,30013999,63.0,3969.0,69,161,0,Tyler Clippard,6,36,1433879,40,200.0,52,0.42857142857142855,RP,0.5217391304347826,3,9,UFA,72,5184,1433879,4100000,0.007,6100000,16.24,263.73759999999993,12250000,6125000,1049914,12250000,6125000,84,0.49,0.24009999999999998,1.27,1.6129,27,26,676,4,16,14.175893917223126,15.226497531674536,15.623799329143539
SEA,6.3,2016,2019,1,1,218,47524,1000000,1,8,95,9025,91,8281,3.1956521739130435,10.212192816635161,0.02568397543271915,0.0006596665940285209,0.08207705192629816,0.006736642452912244,4.12,16.9744,35,34,Seattle Mariners,SEA,Washington,35050000,199.0,39601.0,33,161,33,Hisashi Iwakuma,12,144,13500000,0,210.0,4,0.20496894409937888,SP,0.5341614906832298,0,0,UFA,147,21609,13500000,10000000,0.092,13500000,47.8,2284.8399999999997,12000000,12000000,35100000,12000000,12000000,86,2.44,5.9536,1.33,1.7689000000000001,0,46,2116,16,256,16.41820024340866,16.11809565095832,16.41820024340866
DET,6.4,2016,2018,2,1,57,3249,0,1,11,41,1681,39,1521,2.3333333333333335,5.4444444444444455,0.04732927653820149,0.0022400604176295497,0.11043497858913681,0.012195884495983106,7.12,50.6944,33,32,Detroit Tigers,TOR,Michigan,6760554,49.3,2430.49,54,160,0,Mark Lowe,3,9,5500000,11,210.0,16,0.3375,RP,0.5375,0,0,UFA,49,2401,5500000,5500000,0.028,5500000,0.2,0.04000000000000001,11000000,5500000,272257500,11000000,5500000,86,1.2470400000000004,1.555108761600001,1.58,2.4964000000000004,4,21,441,1,1,15.520258650202699,15.520258650202699,15.520258650202699
SEA,6.6,2016,2018,2,1,44,1936,0,1,8,21,441,20,400,3.619047619047619,13.097505668934241,0.036458333333333336,0.0013292100694444447,0.13194444444444445,0.017409336419753087,2.81,7.896100000000001,30,29,Seattle Mariners,STL,Washington,17016915,64.0,4096.0,62,161,0,Steve Cishek,6,36,5000000,0,215.0,4,0.38509316770186336,RP,0.5341614906832298,25,625,UFA,76,5776,5000000,4000000,0.034,5000000,78.03,6088.6809,10000000,5000000,35100000,10000000,5000000,86,1.56,2.4336,1.02,1.0404,0,21,441,4,16,15.424948470398375,15.201804919084164,15.424948470398375
COL,6.0,2016,2018,2,1,28,784,0,1,3,15,225,13,169,3.0,9.0,0.03750586029067042,0.0014066895561432884,0.11251758087201126,0.012660206005289594,4.94,24.403600000000004,34,33,Colorado Rockies,CHC,Colorado,24696000,23.7,561.6899999999999,30,161,0,Jason Motte,1,1,5000000,1,225.0,3,0.18633540372670807,RP,0.4658385093167702,0,0,UFA,24,576,5000000,5000000,0.046,5000000,0.0,0.0,10000000,5000000,43500000,10000000,5000000,75,1.2470400000000004,1.555108761600001,1.52,2.3104,0,8,64,0,0,15.424948470398375,15.424948470398375,15.424948470398375
OAK,6.5,2016,2018,2,1,65,4225,0,5,4,30,900,29,841,2.0,4.0,0.050735667174023336,0.002574107923593269,0.10147133434804667,0.010296431694373076,3.98,15.8404,33,32,Oakland Athletics,COL,California,17967500,65.7,4316.490000000001,68,161,0,John Axford,4,16,4500000,15,234.0,26,0.422360248447205,RP,0.422360248447205,3,9,UFA,60,3600,4500000,4500000,0.054,4500000,29.7,882.0899999999999,10000000,5000000,42250000,10000000,5000000,68,0.88,0.7744,1.45,2.1025,9,30,900,6,36,15.319587954740548,15.319587954740548,15.319587954740548
STL,6.4,2016,2018,2,1,51,2601,0,2,5,32,1024,29,841,2.375,5.640625,0.04393190554640307,0.0019300123249380808,0.10433827567270729,0.010886475770353862,4.3,18.49,32,31,St. Louis Cardinals,STL,Missouri,44097500,60.7,3684.4900000000002,66,161,0,Jonathan Broxton,2,4,3750000,23,305.0,28,0.40993788819875776,RP,0.5279503105590062,0,0,UFA,57,3249,3750000,3750000,0.025,3750000,21.86,477.8596,7500000,3750000,94000000,7500000,3750000,85,0.11,0.0121,1.24,1.5376,11,24,576,4,16,15.137266397946593,15.137266397946593,15.137266397946593
HOU,6.8,2016,2017,1,1,195,38025,0,2,3,98,9604,93,8649,1.8548387096774193,3.4404266389177938,0.03820792506316633,0.0014598455376325337,0.07086953842361496,0.005022491476376237,4.64,21.5296,32,31,Houston Astros,WSH,Texas,35000500,180.3,32508.090000000004,32,161,32,Doug Fister,13,169,11000000,1,210.0,10,0.19875776397515527,SP,0.5217391304347826,0,0,UFA,115,13225,11000000,7000000,0.107,11000000,21.82,476.11240000000004,7000000,7000000,26000000,7000000,7000000,84,1.2470400000000004,1.555108761600001,1.42,2.0164,0,62,3844,12,144,16.213405830762646,15.761420707019587,16.213405830762646
WSH,6.3,2016,2018,2,0,38,1444,0,1,11,22,484,22,484,2.3,5.289999999999999,0.05555555555555555,0.0030864197530864196,0.12777777777777777,0.016327160493827157,4.95,24.5025,34,34,Washington Nationals,HOU,Washington DC,57122983,40.0,1600.0,64,161,0,Oliver Perez,3,9,3000000,1,225.0,4,0.39751552795031053,RP,0.5838509316770186,0,0,UFA,46,2116,3000000,3000000,0.022,3000000,8.63,74.47690000000001,7000000,3500000,68750000,7000000,3500000,94,0.04,0.0016,1.45,2.1025,0,20,400,2,4,14.914122846632385,14.914122846632385,14.914122846632385
TEX,6.4,2016,2017,1,0,103,10609,0,2,10,53,2809,48,2304,2.607142857142857,6.79719387755102,0.026750740422279543,0.0007156021131401807,0.06974300181522881,0.00486408630219901,3.71,13.7641,36,36,Texas Rangers,TEX,Texas,24279500,116.3,13525.689999999999,19,161,19,Colby Lewis,5,25,6000000,2,238.0,8,0.11801242236024845,SP,0.5900621118012422,0,0,UFA,73,5329,6000000,6000000,0.037,6000000,65.2,4251.04,6000000,6000000,20165000,6000000,6000000,95,2.41,5.8081000000000005,1.13,1.2768999999999997,0,28,784,6,36,15.60727002719233,15.60727002719233,15.60727002719233
COL,6.4,2016,2018,2,0,43,1849,500000,1,3,22,484,19,361,2.4444444444444446,5.975308641975309,0.03058103975535168,0.0009351999925184,0.07475365273530411,0.00558810859727044,5.24,27.457600000000003,37,37,Colorado Rockies,HOU,Colorado,23180498,32.7,1069.2900000000002,44,161,0,Chad Qualls,0,0,2750000,1,245.0,3,0.2732919254658385,RP,0.4658385093167702,0,0,UFA,22,484,2250000,1750000,0.021,2250000,0.0,0.0,6000000,3000000,43500000,6000000,3000000,75,1.2470400000000004,1.555108761600001,1.59,2.5281000000000002,0,9,81,2,4,14.626440774180603,14.375126345899696,14.626440774180603
LAD,6.5,2016,2017,1,1,77,5929,0,5,8,29,841,26,676,3.909090909090909,15.28099173553719,0.03324267150196434,0.0011050752085875121,0.12994862496222426,0.016886645129572813,2.12,4.494400000000001,36,35,Los Angeles Dodgers,BOS,California,11214059,110.3,12166.09,20,161,20,Rich Hill,5,25,2065574,25,221.0,30,0.12422360248447205,SP,0.5652173913043478,0,0,UFA,129,16641,2065574,6000000,0.008,6000000,92.67,8587.7289,6000000,6000000,79750000,6000000,6000000,91,1.39,1.9320999999999997,1.0,1.0,6,33,1089,12,144,14.540918711853546,15.60727002719233,15.60727002719233
CHC,6.4,2016,2017,1,1,49,2401,0,2,15,22,484,20,400,1.8857142857142857,3.555918367346939,0.05919161170302722,0.003503646896001949,0.11161846778285134,0.012458682350191421,2.74,7.507600000000001,28,27,Chicago Cubs,CHC,Illinois,36211516,65.7,4316.490000000001,51,160,1,Trevor Cahill,4,16,4250000,17,230.0,18,0.31875,RP,0.6375,0,0,UFA,66,4356,4250000,4250000,0.023,4250000,51.86,2689.4596,4250000,4250000,291277500,4250000,4250000,102,0.97,0.9409,1.28,1.6384,3,35,1225,4,16,15.2624295409006,15.2624295409006,15.2624295409006
NYM,6.6,2016,2017,1,0,36,1296,0,2,9,14,196,13,169,3.466666666666667,12.017777777777779,0.03968253968253968,0.0015747039556563364,0.13756613756613756,0.018924442204865482,2.79,7.7841000000000005,32,32,New York Mets,NYM,New York,12285000,42.0,1764.0,73,161,0,Jerry Blevins,2,4,5000000,5,190.0,9,0.453416149068323,RP,0.5403726708074534,2,4,UFA,52,2704,5000000,4000000,0.034,5000000,40.81,1665.4561,4000000,4000000,48757500,4000000,4000000,87,1.02,1.0404,1.21,1.4641,2,15,225,4,16,15.424948470398375,15.201804919084164,15.424948470398375
LAD,6.3,2016,2017,1,0,55,3025,0,5,8,23,529,22,484,3.076923076923077,9.467455621301776,0.03611111111111111,0.0013040123456790121,0.1111111111111111,0.012345679012345678,2.48,6.1504,35,35,Los Angeles Dodgers,PIT,California,54598500,80.0,6400.0,75,161,0,Joe Blanton,2,4,4000000,25,252.0,30,0.4658385093167702,RP,0.5652173913043478,0,0,UFA,80,6400,4000000,4000000,0.015,4000000,76.01,5777.520100000001,4000000,4000000,79750000,4000000,4000000,91,1.89,3.5721,1.01,1.0201,6,26,676,7,49,15.201804919084164,15.201804919084164,15.201804919084164
PIT,6.3,2016,2017,1,1,41,1681,0,2,10,21,441,20,400,2.9047619047619047,8.437641723356009,0.04345127250155183,0.001888013082004114,0.12621560107593627,0.015930377954959885,3.35,11.2225,28,27,Pittsburgh Pirates,DET,Pennsylvania,13843591,53.7,2883.6900000000005,62,160,0,Neftali Feliz,2,4,4080000,9,235.0,17,0.3875,RP,0.4875,2,4,UFA,61,3721,4080000,3900000,0.041,4080000,33.22,1103.5683999999999,3900000,3900000,25150000,3900000,3900000,78,0.95,0.9025,1.15,1.3224999999999998,5,21,441,4,16,15.221607546380344,15.176487111099874,15.221607546380344
PHI,5.721339712918669,2016,2017,1,1,77,5929,0,2,6,31,961,31,961,2.5,6.25,0.04890722909980131,0.002391917058220452,0.12226807274950327,0.014949481613877824,3.84,14.7456,31,30,Philadelphia Phillies,ARI,Pennsylvania,11275000,72.7,5285.29,70,161,0,David Hernandez,4,16,3900000,7,245.0,14,0.43478260869565216,RP,0.4347826086956521,1,1,UFA,80,6400,3900000,3900000,0.038,3900000,21.24,451.1375999999999,3900000,3900000,8750000,3900000,3900000,70,0.9,0.81,1.5,2.25,2,32,1024,3,9,15.176487111099874,15.176487111099874,15.176487111099874
TEX,5.721339712918669,2016,2018,2,0,54,2916,0,2,10,16,256,14,196,3.0625,9.37890625,0.02948221853694491,0.0008692012098601781,0.09028929426939378,0.008152156659665184,2.09,4.368099999999999,32,32,Texas Rangers,ARI,Texas,1510000,60.3,3636.0899999999997,53,161,0,Tony Barnette,3,9,1500000,2,190.0,8,0.32919254658385094,RP,0.5900621118012422,0,0,UFA,49,2401,1500000,1500000,0.009,1500000,88.93,7908.544900000001,3500000,1750000,20165000,3500000,1750000,95,2.21,4.8841,1.16,1.3456,0,16,256,7,49,14.22097566607244,14.22097566607244,14.22097566607244
PIT,5.721339712918669,2016,0,1,0,116,13456,0,2,10,64,4096,56,3136,3.066666666666667,9.404444444444445,0.0423728813559322,0.0017954610744039068,0.12994350282485875,0.016885313926394075,4.27,18.232899999999997,29,29,Pittsburgh Pirates,LAD,Pennsylvania,8672437,118.0,13924.0,52,160,12,Juan Nicasio,7,49,3000000,9,252.0,17,0.325,RP,0.4875,0,0,UFA,138,19044,3000000,3000000,0.03,3000000,58.33,3402.3889,3000000,3000000,25150000,3000000,3000000,78,0.4,0.16000000000000003,1.36,1.8496000000000004,5,45,2025,10,100,14.914122846632385,14.914122846632385,14.914122846632385
WSH,6.1,2016,2018,1,0,67,4489,0,1,11,33,1089,31,961,3.2666666666666666,10.671111111111111,0.026881720430107527,0.0007226268932824605,0.08781362007168458,0.007711231870094166,4.5,20.25,31,31,Washington Nationals,SF,Washington DC,8403491,62.0,3844.0,36,161,1,Yusmeiro Petit,5,25,2500000,1,252.0,4,0.2236024844720497,RP,0.5838509316770186,1,1,UFA,49,2401,2500000,2500000,0.018,2500000,0.0,0.0,3000000,3000000,68750000,3000000,3000000,94,0.14,0.019600000000000003,1.32,1.7424000000000002,0,15,225,3,9,14.73180128983843,14.73180128983843,14.73180128983843
ATL,6.6,2016,2019,2,1,57,3249,0,1,13,23,529,23,529,3.4,11.559999999999999,0.03434655675768504,0.00117968596110888,0.11677829297612913,0.01363716971041865,3.2,10.240000000000002,33,32,Atlanta Braves,LAD,Georgia,15572485,64.7,4186.09,65,160,0,Jim Johnson,6,36,3075000,18,250.0,23,0.40625,RP,0.41875,20,400,UFA,68,4624,3075000,2500000,0.032,3075000,65.79,4328.324100000001,2500000,5000000,19157500,10000000,2500000,67,1.44,2.0736,1.19,1.4161,3,20,400,2,4,14.938815459222756,14.73180128983843,14.938815459222756
CHW,6.1,2016,2017,1,1,67,4489,0,2,13,44,1936,35,1225,1.5789473684210527,2.4930747922437675,0.0411522633744856,0.0016935087808430287,0.0649772579597141,0.004222044051963229,6.14,37.6996,33,32,Chicago White Sox,CHW,Illinois,11842000,51.3,2631.6899999999996,58,161,1,Matt Albers,6,36,2000000,6,225.0,9,0.36024844720496896,RP,0.484472049689441,0,0,UFA,30,900,2000000,2000000,0.015,2000000,0.44,0.1936,2250000,2250000,17650000,2250000,2250000,78,1.2470400000000004,1.555108761600001,1.67,2.7889,3,19,361,2,4,14.508657738524219,14.508657738524219,14.508657738524219
