"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","Jamey Carroll","2011","2B","LAD","$1,800,000","$500,000","$2,300,000","$2,300,000","0.020","$2,500,000","$1,925,000","2","$3,850,000","$11,845,000","2012","2010","35",""
"","Dayan Viciedo","2011","RF","CHW","$1,250,000","$1,000,000","$2,250,000","$2,250,000","0.018","$1,250,000","$2,500,000","4","$10,000,000","$7,500,000","0","2009","19",""
"","David Price","2011","SP","TB","$1,250,000","$933,333","$2,183,333","$2,183,333","0.047","$2,183,333","$1,416,667","6","$8,500,000","$8,896,665","0","2007","21",""
"","Jose Iglesias","2011","SS","BOS","$562,500","$1,500,000","$2,062,500","$2,062,500","0.012","$562,500","$2,062,500","4","$8,250,000","$7,125,000","0","2010","19",""
"","Pedro Alvarez","2011","1B","PIT","$550,000","$1,500,000","$2,050,000","$2,050,000","0.042","$550,000","$1,588,750","4","$6,355,000","$7,450,000","2015","2009","21",""
"","Scott Linebrink","2011","RP","ATL","$2,000,000","$0","$2,000,000","$2,000,000","0.020","$2,000,000","$4,750,000","4","$19,000,000","$23,881,000","2012","2008","31",""
"","Trever Miller","2011","RP","TOR","$2,000,000","$0","$2,000,000","$229,508","0.003","$229,508","$2,000,000","2","$4,000,000","$13,095,721","2012","2009","35",""
"","Ryan Spilborghs","2011","CF","COL","$1,950,000","$0","$1,950,000","$1,950,000","0.023","$1,950,000","$1,600,000","2","$3,200,000","$4,557,240","0","2010","30",""
"","Ryota Igarashi","2011","RP","NYM","$1,750,000","$0","$1,750,000","$1,750,000","0.012","$1,750,000","$1,500,000","2","$3,000,000","$3,000,000","2012","2010","30",""
"","Brendan Harris","2011","2B","BAL","$1,750,000","$0","$1,750,000","$1,250,000","0.013","$1,250,000","$1,600,000","2","$3,200,000","$4,693,200","0","2010","29",""
"","Nick Massett","2011","RP","CIN","$1,725,000","$0","$1,725,000","$1,725,000","0.021","$1,725,000","$1,290,000","2","$2,580,000","$4,282,000","0","2010","27",""
"","Mark Teahen","2011","RF","TOR","$1,661,202","$0","$1,661,202","$1,661,202","0.023","$1,661,202","$4,666,667","3","$14,000,000","$15,489,000","2013","2010","28",""
"","Brian Schneider","2011","C","PHI","$1,500,000","$125,000","$1,625,000","$1,625,000","0.010","$1,625,000","$1,375,000","2","$2,750,000","$21,622,000","2012","2010","33",""
"","Ross Gload","2011","1B","PHI","$1,600,000","$0","$1,600,000","$1,600,000","0.009","$1,600,000","$1,300,000","2","$2,600,000","$7,412,000","2012","2010","33",""
"","Rick Porcello","2011","SP","DET","$1,536,000","$0","$1,536,000","$1,536,000","0.014","$1,536,000","$1,764,200","5","$8,821,000","$8,821,000","0","2007","18",""
"","Tim Wakefield","2011","SP","BOS","$1,500,000","$0","$1,500,000","$1,500,000","0.009","$1,500,000","$2,500,000","2","$5,000,000","$55,345,000","2012","2010","43",""
"","Dustin Ackley","2011","2B","SEA","$300,000","$1,200,000","$1,500,000","$1,500,000","0.015","$1,500,000","$1,500,000","5","$7,500,000","$3,100,000","0","2010","21",""
"","Aaron Crow","2011","RP","KC","$900,000","$500,000","$1,400,000","$1,400,000","0.027","$1,400,000","$1,000,000","3","$3,000,000","$2,300,000","2017","2010","23",""
"","Ramon Santiago","2011","2B","DET","$1,350,000","$0","$1,350,000","$1,350,000","0.012","$1,350,000","$1,250,000","2","$2,500,000","$5,482,000","2012","2010","30",""
"","Brian Matusz","2011","RP","BAL","$550,000","$800,000","$1,350,000","$1,350,000","0.014","$550,000","$868,125","4","$3,472,500","$4,675,000","0","2008","20",""
"","Brett Anderson","2011","SP","OAK","$1,000,000","$250,000","$1,250,000","$1,250,000","0.016","$1,000,000","$3,125,000","4","$12,500,000","$3,850,000","2015","2010","21",""
"","Endy Chavez","2011","LF","TEX","$1,250,000","$0","$1,250,000","$1,250,000","0.012","$1,250,000","$1,125,000","2","$2,250,000","$9,241,000","2012","2010","31",""
"","Jose Molina","2011","C","TOR","$1,200,000","$0","$1,200,000","$1,200,000","0.016","$1,200,000","$800,000","2","$1,600,000","$9,465,000","2012","2010","34",""
"","Ramon Castro","2011","C","CHW","$1,200,000","$0","$1,200,000","$1,200,000","0.009","$0","$1,200,000","1","$1,200,000","$0","2012","0","-1,977",""
"","Jacob Turner","2011","RP","DET","$1,175,000","$0","$1,175,000","$1,175,000","0.011","$1,175,000","$1,375,000","4","$5,500,000","$2,350,000","0","2010","18",""
"","Junichi Tazawa","2011","RP","BOS","$550,000","$600,000","$1,150,000","$1,150,000","0.007","$1,150,000","$1,100,000","3","$3,300,000","$3,300,000","0","2009","22",""
"","Denard Span","2011","CF","MIN","$1,000,000","$0","$1,000,000","$1,000,000","0.009","$1,000,000","$3,300,000","5","$16,500,000","$4,275,000","2016","2010","25",""
"","Marcus Thames","2011","LF","LAD","$1,000,000","$0","$1,000,000","$1,000,000","0.009","$0","$1,000,000","1","$1,000,000","$0","2012","0","-1,978",""
"","Yonder Alonso","2011","1B","CIN","$600,000","$400,000","$1,000,000","$1,000,000","0.012","$1,000,000","$910,000","5","$4,550,000","$3,150,000","0","2008","20",""
"","Felix Pie","2011","CF","BAL","$985,000","$0","$985,000","$985,000","0.010","$985,000","$985,000","1","$985,000","$1,796,500","2012","0","-1,986",""
"","Jason Michaels","2011","LF","HOU","$900,000","$0","$900,000","$900,000","0.011","$900,000","$800,000","1","$800,000","$9,665,000","2012","2010","33",""
"","Yasmani Grandal","2011","C","CIN","$0","$747,500","$747,500","$1,161,500","0.014","$747,500","$1,193,500","4","$4,774,000","$1,895,000","2015","2010","21",""
"","Ryan Rowland-Smith","2011","RP","HOU","$725,000","$0","$725,000","$725,000","0.009","$0","$725,000","1","$725,000","$0","2011","0","-1,984",""
"","John McDonald","2011","SS","ARI","$540,983","$0","$540,983","$540,983","0.008","$540,983","$1,500,000","2","$3,000,000","$9,298,799","2012","2010","35",""
"","Mitch Maier","2011","RF","KC","$459,000","$0","$459,000","$459,000","0.009","$0","$459,000","1","$459,000","$0","2012","0","-1,983",""
"","Juan Miranda","2011","1B","ARI","$420,000","$0","$420,000","$420,000","0.006","$420,000","$420,000","1","$420,000","$420,000","2012","0","-1,984",""
"","Kam Mickolio","2011","RP","ARI","$417,000","$0","$417,000","$417,000","0.006","$417,000","$417,000","1","$417,000","$417,000","2012","0","-1,985",""
"","Josh Rodriguez","2011","SS","PIT","$414,000","$0","$414,000","$414,000","0.009","$0","$414,000","1","$414,000","$0","0","0","-1,985",""
"","Henry Barrera","2011","RP","KC","$414,000","$0","$414,000","$414,000","0.008","$0","$414,000","1","$414,000","$0","2012","0","-1,986",""
"","Brian Broderick","2011","RP","WSH","$414,000","$0","$414,000","$414,000","0.006","$414,000","$414,000","1","$414,000","$414,000","2012","0","-1,987",""
"","Elvin Ramirez","2011","SP","WSH","$414,000","$0","$414,000","$414,000","0.006","$0","$414,000","1","$414,000","$0","2012","0","-1,988",""
"","Andrew Brackman","2011","RP","NYY","$400,000","$0","$400,000","$400,000","0.002","$400,000","$1,137,500","4","$4,550,000","$4,150,000","0","2007","21",""
