Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status_agente_libre,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
ATL,CHW,6.4,6.4,2015,2014,2014,1,1,4,1,5,3025,729,55,27,0,0,5,5,1,2,529,225,256,196,16,14,23,15,11.98224852071006,4.340277777777779,3.4615384615384617,2.0833333333333335,0.05731747436823594,0.2438652644413961,0.23941068139963168,0.49382716049382713,0.6867922224596319,1.0584429880268929,0.8287292817679558,1.02880658436214,7.0225,26.832399999999996,2.65,5.18,30,25,31,CHW,Atlanta Braves,Chicago White Sox,Georgia,34626000,30626000,2948.49,590.49,54.3,24.3,9,5,9,5,162,162,Gavin Floyd,4,16,2,4,4000000,9500000,18,6,235.0,235.0,23,9,0.05555555555555555,0.030864197530864196,RP,RP,0.4876543209876543,0.3888888888888889,0,0,0,0,UFA,2025,625,45,25,0.1537572332600487,0.32727930707698716,4000000,9500000,0.1566265060240964,0.33212996389891697,4000000,9500000,0.034,0.085,0.15339028707765717,0.3162692847124825,4000000,9500000,0.0,0.0,0.0,0.0,4000000,4000000,3875000,47350000,14800000,4000000,15500000,4000000,79,63,0.81,2.087668225118123,0.9,1.444876543209877,1.5625,2.5600000000000005,1.25,1.6,3,3,169,144,13,12,4,0,2,0,15.201804919084164,15.201804919084164,15.201804919084164
MIL,BAL,6.0,6.0,2015,2014,2014,1,1,1,1,1,2401,1764,49,42,0,0,7,4,1,1,529,196,529,196,23,14,23,14,16.447530864197528,14.877551020408164,4.055555555555555,3.857142857142857,0.07006920415224914,0.08987156619545231,0.2647058823529412,0.29978586723768735,1.1524653979238753,1.337068811356831,1.0735294117647058,1.1563169164882225,9.2416,7.290000000000001,3.04,2.7,31,30,32,BAL,Milwaukee Brewers,Baltimore Orioles,Wisconsin,73819166,70569166,4624.0,2180.8900000000003,68.0,46.7,0,0,69,48,162,162,Francisco Rodriguez,25,4,5,2,3250000,1256831,1,7,180.0,180.0,4,12,0.42592592592592593,0.2962962962962963,RP,RP,0.5061728395061729,0.5246913580246914,1936,100,44,10,UFA,5329,2916,73,54,0.12490804803027765,0.042902365458448805,3250000,1256831,0.12650602409638556,0.061371841155234655,3250000,2000000,0.029,0.013,0.12452859231894096,0.05329593267882188,3250000,2000000,2764.6564,0.0,52.58,0.0,3250000,3250000,2000000,57600000,2000000,3250000,2000000,3250000,82,85,1.9880999999999998,0.0001,1.41,0.01,0.9801,1.44,0.99,1.2,0,3,324,196,18,14,25,9,5,3,14.994165554305921,14.994165554305921,14.994165554305921
CHW,LAD,6.3,6.3,0,2014,2014,1,1,1,0,0,6084,5184,78,72,0,0,10,7,2,5,2116,1156,1681,900,41,30,46,34,6.817901234567901,3.0625,2.611111111111111,1.75,0.07370856452570589,0.1695501730103806,0.2714932126696833,0.4117647058823529,0.5025377130780379,0.5192474048442907,0.7088989441930619,0.7205882352941176,30.913599999999995,15.760900000000001,5.56,3.97,31,30,31,LAD,Chicago White Sox,Los Angeles Dodgers,Illinois,6157000,3157000,4395.69,4624.0,66.3,68.0,0,0,62,77,162,162,Ronald Belisario,64,49,8,7,3000000,1450000,6,25,202.0,202.0,9,27,0.38271604938271603,0.47530864197530864,RP,RP,0.4506172839506173,0.5679012345679012,64,1,8,1,UFA,2209,2401,47,49,0.11529165295368729,0.04956640563953832,3000000,1450000,0.11646586345381528,0.04151624548736462,3000000,1450000,0.034,0.006,0.11490802739936888,0.03401122019635344,3000000,1450000,234.39610000000002,658.4356,15.31,25.66,3000000,3000000,1450000,12250000,150850000,3000000,1450000,3000000,73,92,1.9034085123166853,2.087668225118123,1.3796407185628747,1.444876543209877,2.1025,2.1609,1.45,1.47,3,6,324,784,18,28,16,25,4,5,14.914122846632385,14.914122846632385,14.914122846632385
DET,NYY,6.3,6.3,2015,2014,2014,1,1,1,0,0,3249,2209,57,47,0,0,5,8,1,2,676,529,625,529,25,23,26,23,6.043402777777779,2.1360946745562126,2.4583333333333335,1.4615384615384615,0.14512471655328796,0.3832199546485261,0.38095238095238093,0.6190476190476191,0.8770471151423532,0.8185941043083901,0.9365079365079365,0.9047619047619048,12.7449,24.304899999999996,3.57,4.93,28,27,28,NYY,Detroit Tigers,New York Yankees,Michigan,11015550,8015550,3969.0,1764.0,63.0,42.0,0,0,69,45,162,162,Joba Chamberlain,25,1,5,1,3000000,2150000,11,40,245.0,245.0,16,50,0.42592592592592593,0.2777777777777778,RP,RP,0.5555555555555556,0.5246913580246914,4,1,2,1,UFA,3481,1444,59,38,0.11529165295368729,0.07371535359062083,3000000,2150000,0.09638554216867472,0.05685920577617329,2500000,1875000,0.017,0.009,0.11490802739936888,0.058555399719495096,3000000,2150000,798.0625,0.0,28.25,0.0,2500000,2500000,1875000,33500000,64000000,2500000,1875000,2500000,90,85,0.8464,2.087668225118123,0.92,1.444876543209877,1.6641000000000001,3.0276,1.29,1.74,4,27,576,676,24,26,4,4,2,2,14.914122846632385,14.73180128983843,14.914122846632385
COL,NYM,6.5,6.5,2016,2014,2014,1,1,1,0,0,2704,5041,52,71,0,0,6,10,1,2,529,729,400,529,20,23,23,27,6.059171597633137,30.25,2.4615384615384617,5.5,0.05731747436823594,0.02000604182463104,0.23941068139963168,0.14144271570014144,0.34729641274008055,0.605182765195089,0.5893186003683242,0.7779349363507779,10.956100000000001,8.584900000000001,3.31,2.93,41,40,41,NYM,Colorado Rockies,New York Mets,Colorado,42000000,39750000,2948.49,4998.490000000001,54.3,70.7,0,0,57,72,161,162,LaTroy Hawkins,9,4,3,2,2250000,1000000,1,5,195.0,195.0,3,8,0.35403726708074534,0.4444444444444444,RP/CL,RP/CL,0.4099378881987577,0.4567901234567901,529,169,23,13,UFA,1024,3025,32,55,0.08644246772391623,0.03404208195669956,2250000,1000000,0.08634538152610444,0.02527075812274368,2250000,1000000,0.023,0.01,0.08604633264065266,0.0182328190743338,2250000,1000000,6681.427599999999,4694.9904,81.74,68.52,2250000,2250000,1000000,31250000,7150000,2250000,1000000,2250000,66,74,0.7744,0.39690000000000003,0.88,0.63,1.44,1.3224999999999998,1.2,1.15,0,2,169,100,13,10,16,9,4,3,14.626440774180603,14.626440774180603,14.626440774180603
LAD,TB,6.6,6.6,2015,2014,2014,1,1,1,0,0,5184,3721,72,61,0,0,11,10,5,2,1225,625,1156,576,34,24,35,25,4.0,7.986767485822307,2.0,2.8260869565217392,0.1475084427843281,0.10795918367346939,0.3840682788051209,0.32857142857142857,0.5900337711373124,0.8622448979591837,0.7681365576102418,0.9285714285714286,18.922499999999996,9.5481,4.35,3.09,39,38,39,TB,Los Angeles Dodgers,Tampa Bay Rays,California,16745000,14945000,4942.089999999999,4900.0,70.3,70.0,1,1,61,66,161,162,Jamey Wright,16,4,4,2,1800000,900000,25,1,240.0,240.0,28,4,0.37888198757763975,0.4074074074074074,RP,RP,0.577639751552795,0.5617283950617284,1,0,1,0,UFA,2916,4225,54,65,0.06913295658605359,0.030592232249402055,1800000,900000,0.06827309236947793,0.021660649819494587,1800000,900000,0.007,0.012,0.06872931578542292,0.014726507713884993,1800000,900000,1442.4803999999997,3272.9841,37.98,57.21,1800000,1800000,900000,61150000,19090000,1800000,900000,1800000,93,91,1.9034085123166853,0.8281000000000001,1.3796407185628747,0.91,1.9880999999999998,1.44,1.41,1.2,6,0,729,529,27,23,25,4,5,2,14.403297222866392,14.403297222866392,14.403297222866392
NYM,NYM,6.0,6.0,2015,2014,2014,1,1,1,0,0,3844,1024,62,32,0,0,10,10,2,2,1444,441,1296,361,36,19,38,21,2.4336,4.25390625,1.56,2.0625,0.3602881728922062,0.1709298987106811,0.6002400960384154,0.4134366925064599,0.8767972975504728,0.7271197644372333,0.936374549819928,0.8527131782945736,15.132100000000001,19.5364,3.89,4.42,33,32,33,NYM,New York Mets,New York Mets,New York,55489999,53989999,6938.889999999999,1497.6900000000003,83.3,38.7,9,7,34,7,162,162,Daisuke Matsuzaka,9,9,3,3,1500000,490000,5,5,200.0,200.0,8,8,0.20987654320987653,0.043209876543209874,SP,SP,0.4876543209876543,0.4567901234567901,1,0,1,0,UFA,6084,1089,78,33,0.05759328249414515,0.0164478484494823,1500000,490000,0.05622489959839358,0.0068592057761732855,1500000,490000,0.016,0.005,0.05718463788193642,0.0003506311360448808,1500000,490000,56.8516,0.0,7.54,0.0,1500000,1500000,490000,93775000,7150000,1500000,490000,1500000,79,74,1.9034085123166853,2.087668225118123,1.3796407185628747,1.444876543209877,1.7956000000000003,1.5376,1.34,1.24,2,2,2500,256,50,16,9,9,3,3,14.22097566607244,14.22097566607244,14.22097566607244
LAD,ATL,6.2,6.2,2015,2014,2014,1,1,1,1,2,6724,28561,82,169,0,0,11,3,5,1,1936,6724,1444,5625,38,75,44,82,1.4744897959183672,4.990946129470347,1.2142857142857142,2.234042553191489,0.1568473679051073,0.09436541501132044,0.396039603960396,0.30718954248366015,0.2312698434927348,0.47097270280661285,0.4809052333804809,0.6862745098039216,23.4256,19.4481,4.84,4.41,31,29,32,ATL,Los Angeles Dodgers,Atlanta Braves,California,30105500,28605500,4998.490000000001,23409.0,70.7,153.0,8,26,30,26,161,162,Paul Maholm,25,121,5,11,1500000,6500000,25,18,245.0,245.0,28,23,0.18633540372670807,0.16049382716049382,RP,RP,0.577639751552795,0.5925925925925926,0,0,0,0,UFA,1156,11025,34,105,0.05759328249414515,0.22378381585806217,1500000,6500000,0.05622489959839358,0.22382671480144406,1500000,6500000,0.006,0.069,0.05718463788193642,0.21107994389901824,1500000,6500000,0.0,0.0,0.0,0.0,1500000,1500000,4250000,61150000,77250000,1500000,4250000,1500000,93,96,1.9034085123166853,2.087668225118123,1.3796407185628747,1.444876543209877,2.4336,1.9880999999999998,1.56,1.41,6,3,784,2209,28,47,1,100,1,10,14.22097566607244,14.22097566607244,14.22097566607244
MIA,CHC,6.6,6.6,2015,2014,2014,1,1,1,1,1,121,2704,11,52,0,0,10,10,2,2,100,676,100,576,10,24,10,26,1.44,3.0625,1.2,1.75,0.308641975308642,0.2751948400967482,0.5555555555555556,0.5245901639344263,0.4444444444444444,0.8427841977962913,0.6666666666666666,0.9180327868852459,100.0,12.531600000000001,10.0,3.54,35,34,36,CHC,Miami Marlins,Chicago Cubs,Florida,17372723,16086336,81.0,3721.0,9.0,61.0,0,0,12,61,162,162,Kevin Gregg,0,36,0,6,1286387,449836,2,17,245.0,245.0,2,16,0.07407407407407407,0.3765432098765432,RP,RP,0.4753086419753086,0.4074074074074074,0,1024,0,32,UFA,36,3136,6,56,0.04937653448816237,0.01506225081304333,1286387,449836,0.047646064257028116,0.0068592057761732855,1286387,490000,0.025,0.005,0.048964326945278226,0.0003506311360448808,1286387,490000,0.0,3174.1956000000005,0.0,56.34,1286387,2100000,490000,39486387,73850000,2100000,490000,1286387,77,66,1.9034085123166853,0.2916,1.3796407185628747,0.54,3.1684,1.9043999999999996,1.78,1.38,2,2,25,1024,5,32,0,4,0,2,14.067348071634383,14.067348071634383,14.067348071634383
STL,OAK,6.3,6.3,2015,2014,2014,1,1,1,0,0,1936,1600,44,40,0,0,5,3,2,5,196,289,196,225,14,15,14,17,57.08641975308642,3.7377777777777776,7.555555555555555,1.9333333333333333,0.017883597649962796,0.13853912036894508,0.1337295690936107,0.37220843672456577,1.020910562141086,0.5178284454679236,1.0104011887072808,0.7196029776674938,3.4969000000000006,11.2225,1.87,3.35,33,32,33,OAK,St. Louis Cardinals,Oakland Athletics,Missouri,4627500,3627500,4529.29,1624.0899999999997,67.3,40.3,0,0,71,45,161,162,Pat Neshek,4,1,2,1,1000000,975000,23,15,220.0,220.0,27,25,0.4409937888198758,0.2777777777777778,RP,RP,0.5527950310559007,0.5925925925925926,36,0,6,0,UFA,4624,841,68,29,0.03836049234096444,0.033179619529875186,1000000,975000,0.03614457831325301,0.024368231046931407,1000000,975000,0.008,0.015,0.03794350804279227,0.017356241234221602,1000000,975000,8956.7296,0.0,94.64,0.0,1000000,1000000,975000,59750000,3000000,1000000,975000,1000000,89,96,5.1983999999999995,0.2116,2.28,0.46,0.6241000000000001,1.8496000000000004,0.79,1.36,11,9,81,225,9,15,49,4,7,2,13.815510557964274,13.815510557964274,13.815510557964274
TEX,CHC,6.4,6.4,2015,2014,2014,1,1,1,0,0,6724,81,82,9,0,0,7,10,2,2,2401,36,2401,36,49,6,49,6,15.433673469387754,2.25,3.9285714285714284,1.5,0.030096015502519002,0.07111111111111111,0.1734820322180917,0.26666666666666666,0.4644920759955102,0.16000000000000003,0.6815365551425031,0.4,29.920899999999996,12.96,5.47,3.6,32,31,32,CHC,Texas Rangers,Chicago Cubs,Texas,23798500,22798500,6512.490000000001,225.0,80.7,15.0,8,3,25,3,162,162,Scott Baker,16,0,4,0,1000000,5500000,2,17,215.0,215.0,6,16,0.15432098765432098,0.018518518518518517,SP,SP,0.4135802469135802,0.4074074074074074,0,0,0,0,UFA,3025,36,55,6,0.03836049234096444,0.18928531878508714,1000000,5500000,0.03614457831325301,0.18772563176895307,1000000,5500000,0.007,0.055,0.03794350804279227,0.17601683029453016,1000000,5500000,36.4816,0.0,6.04,0.0,1000000,1000000,5500000,136050000,73850000,1000000,5500000,1000000,67,66,1.9034085123166853,0.0529,1.3796407185628747,0.23,1.4161,0.7569,1.19,0.87,0,2,196,16,14,4,9,0,3,0,13.815510557964274,13.815510557964274,13.815510557964274
MIL,CIN,6.2,6.2,2015,0,2014,1,1,1,1,1,2401,1521,49,39,0,0,7,12,1,2,361,529,256,441,16,21,19,23,18.948096885813147,3.24,4.352941176470588,1.8,0.08387289628492407,0.1020731047576274,0.28960817717206133,0.3194888178913738,1.5892317649004986,0.33071685941471285,1.260647359454855,0.5750798722044729,6.0516,36.3609,2.46,6.03,30,29,31,CIN,Milwaukee Brewers,Cincinnati Reds,Wisconsin,13695218,12845218,3445.6900000000005,979.69,58.7,31.3,0,1,74,26,162,162,Zach Duke,1,4,1,2,850000,83005,1,10,210.0,210.0,4,15,0.4567901234567901,0.16049382716049382,RP,RP,0.5061728395061729,0.5555555555555556,0,0,0,0,UFA,5476,324,74,18,0.03259065529501023,0.0024071326332668315,850000,83005,0.030120481927710843,0.0068592057761732855,850000,490000,0.008,0.001,0.03217116909104903,0.0003506311360448808,850000,490000,4630.8025,0.0,68.05,0.0,850000,850000,490000,57600000,41800000,850000,490000,850000,82,90,1.3456,0.31360000000000005,1.16,0.56,1.2768999999999997,2.4336,1.13,1.56,0,5,289,100,17,10,25,1,5,1,13.652991628466498,13.652991628466498,13.652991628466498
HOU,ARI,6.0,6.0,0,2014,2014,1,1,1,0,0,784,1225,28,35,0,0,8,7,2,1,361,484,361,400,19,20,19,22,13.733564013840832,3.6446280991735542,3.7058823529411766,1.9090909090909092,0.11242992581181019,0.3405357105165025,0.33530571992110453,0.5835543766578248,1.5440635832078706,1.2411260193204763,1.242603550295858,1.1140583554376657,11.424399999999999,22.8484,3.38,4.78,30,29,30,ARI,Houston Astros,Arizona Diamondbacks,Texas,3941103,3534000,2570.4900000000002,1421.2900000000002,50.7,37.7,0,0,56,56,162,162,Tony Sipp,9,4,3,2,407103,1275000,1,1,190.0,190.0,9,5,0.345679012345679,0.345679012345679,RP,RP,0.4320987654320987,0.5,16,0,4,0,UFA,3969,1764,63,42,0.015554365174063675,0.04352916865176769,407103,1275000,0.01606425702811245,0.0351985559566787,500000,1275000,0.008,0.014,0.018702378203648118,0.027875175315568025,500000,1275000,2500.0,5.0625,50.0,2.25,500000,500000,1275000,43800000,54650000,500000,1275000,500000,70,81,0.5776,2.087668225118123,0.76,1.444876543209877,0.7921,2.2801,0.89,1.51,0,1,289,484,17,22,16,9,4,3,12.916821503660675,13.122363377404328,13.122363377404328
CIN,CHW,6.0,6.0,0,2014,2014,1,1,1,0,0,196,28900,14,170,0,0,6,5,2,2,36,7921,36,6561,6,81,6,89,25.0,2.88209843158464,5.0,1.697674418604651,0.047776881961241004,0.11232685474479205,0.2185792349726776,0.33515198752922837,1.194422049031025,0.32373705188480084,1.0928961748633879,0.568978955572876,8.7025,32.2624,2.95,5.68,28,27,28,CHW,Cincinnati Reds,Chicago White Sox,Ohio,1477163,1387000,334.89000000000004,16460.890000000003,18.3,128.3,4,20,5,30,162,162,Dylan Axelrod,1,121,1,11,90163,493000,10,6,195.0,195.0,15,9,0.030864197530864196,0.18518518518518517,RP,RP,0.4691358024691358,0.3888888888888889,0,0,0,0,UFA,400,5329,20,73,0.0033630841517654853,0.016551343940701225,90163,493000,0.01606425702811245,0.006967509025270758,500000,493000,0.001,0.004,0.018702378203648118,0.0004558204768583471,500000,493000,0.0,0.0,0.0,0.0,500000,500000,493000,15125000,14800000,500000,493000,500000,76,63,1.9034085123166853,2.087668225118123,1.3796407185628747,1.444876543209877,0.9603999999999999,2.7556,0.98,1.66,5,3,16,1849,4,43,4,16,2,4,11.409374422339322,13.122363377404328,13.122363377404328
CHW,CHC,5.567013527575445,6.233201581027661,0,0,2014,1,1,1,0,0,1521,81,39,9,0,0,10,10,2,2,196,49,144,49,12,7,14,7,5.289999999999999,76729.0,2.3,277.0,0.13368581827418294,0.0,0.3656307129798903,0.0,0.7071979786704276,1.4692378328741966,0.8409506398537476,1.2121212121212122,3.9204,357.2099999999999,1.98,18.9,26,25,26,CHC,Chicago White Sox,Chicago Cubs,Illinois,1722829,1359442,2992.09,10.889999999999999,54.7,3.3,0,0,49,5,162,162,Zach Putnam,9,0,3,0,363387,240983,6,17,220.0,220.0,9,16,0.30246913580246915,0.030864197530864196,RP,RP,0.4506172839506173,0.4074074074074074,36,0,6,0,UFA,2116,16,46,4,0.013872803865390778,0.00785713620386128,363387,240983,0.01606425702811245,0.0068592057761732855,500000,490000,0.004,0.002,0.018702378203648118,0.0003506311360448808,500000,490000,8368.590400000001,0.0,91.48,0.0,500000,500000,490000,12250000,73850000,500000,490000,500000,73,66,3.3124000000000002,2.087668225118123,1.82,1.444876543209877,1.1664,7.290000000000001,1.08,2.7,3,2,400,0,20,0,25,0,5,0,12.803223661051716,13.122363377404328,13.122363377404328
TB,ARI,5.567013527575445,6.233201581027661,2016,2016,2014,1,3,3,2,1,576,5476,24,74,1000000,1000000,5,7,2,1,256,900,196,900,14,30,16,30,2.25,20.25,1.5,4.5,0.21383941996057335,0.05930744655958892,0.4624277456647399,0.243531202435312,0.48113869491129,1.2009757928316755,0.6936416184971098,1.095890410958904,52.85289999999999,16.892100000000003,7.27,4.11,34,34,36,TB,Tampa Bay Rays,Arizona Diamondbacks,Florida,41860500,30860500,299.29,4316.490000000001,17.3,65.7,0,0,13,69,162,162,Heath Bell,1,4,1,2,6500000,10000000,1,1,214.4792576419214,214.14778325123152,4,5,0.08024691358024691,0.42592592592592593,RP,RP,0.4753086419753086,0.5,0,225,0,15,UFA,144,5184,12,72,0.21145560371959082,0.3445285556134747,5500000,10000000,0.35742971887550207,0.3140794223826715,9000000,9000000,0.072,0.113,0.384283845147387,0.33380084151472655,10000000,10000000,0.0,2.1315999999999997,0.0,1.46,0,9000000,9000000,28150000,54650000,27000000,27000000,0,77,81,1.9034085123166853,2.087668225118123,1.3796407185628747,1.444876543209877,3.4225000000000003,1.8769000000000002,1.85,1.37,0,1,64,256,8,16,1,25,1,5,15.520258650202699,16.012735135300492,16.11809565095832
DET,BAL,6.6,6.6,2015,0,2014,1,1,1,1,1,4761,5184,69,72,0,0,5,4,1,1,2116,676,1764,529,42,23,46,26,1.44,9.679012345679013,1.2,3.111111111111111,0.43120289768347253,0.06555930790414582,0.6566604127579738,0.25604551920341395,0.6209321726642003,0.634549350578399,0.7879924953095685,0.7965860597439545,50.2681,8.6436,7.09,2.94,30,29,31,OAK,Detroit Tigers,Baltimore Orioles,Michigan,10897486,780000,2840.89,4942.089999999999,53.3,70.3,0,0,54,74,162,162,Jim Johnson,4,64,2,8,117486,0,11,7,250.0,250.0,16,12,0.3333333333333333,0.4567901234567901,RP,RP,0.5555555555555556,0.5246913580246914,4,2500,2,50,UFA,1764,3136,42,56,0.004414079202476199,0.22378381585806217,117486,6500000,0.01606425702811245,0.22382671480144406,500000,6500000,0.001,0.065,0.018702378203648118,0.21107994389901824,500000,6500000,9.5481,4756.8609,3.09,68.97,0,500000,6500000,33500000,2000000,500000,6500000,0,90,85,1.9034085123166853,1.6129,1.3796407185628747,1.27,3.8024999999999998,1.6384,1.95,1.28,4,3,1225,324,35,18,25,9,5,3,11.674074456531383,13.122363377404328,13.122363377404328
HOU,DET,6.6,6.6,0,2014,2014,1,1,1,0,0,1369,1936,37,44,0,0,8,4,2,1,625,529,529,441,23,21,25,23,3.4293552812071333,7.438016528925619,1.8518518518518519,2.727272727272727,0.34451795841209837,0.12311480455524776,0.5869565217391305,0.3508771929824561,1.1814744801512287,0.9157299512373801,1.0869565217391304,0.9569377990430622,20.25,9.1204,4.5,3.02,33,32,33,CHC,Houston Astros,Detroit Tigers,Texas,11672269,7415439,2116.0,3931.2900000000004,46.0,62.7,0,0,46,67,162,162,Jose Veras,1,25,1,5,256830,1850000,1,11,242.0,242.0,9,15,0.2839506172839506,0.41358024691358025,RP,RP,0.4320987654320987,0.5740740740740741,1,441,1,21,UFA,2500,3600,50,60,0.009774027024685824,0.021863905498956938,256830,646994,0.01606425702811245,0.055956678700361015,500000,1850000,0.005,0.004,0.018702378203648118,0.04803646563814867,500000,1850000,0.0,1489.1881000000003,0.0,38.59,0,500000,2000000,43800000,107775000,500000,2000000,0,70,93,1.9034085123166853,0.0841,1.3796407185628747,0.29,1.9320999999999997,1.1025,1.39,1.05,0,4,729,484,27,22,16,0,4,0,12.45616966640464,13.122363377404328,13.122363377404328
MIL,TOR,5.567013527575445,6.233201581027661,0,0,2014,1,1,1,0,0,1225,64,35,8,0,0,7,7,1,1,100,1,100,1,10,1,10,1,8.41,5.76,2.9,2.4,0.09765625,0.23564897728343853,0.3125,0.48543689320388345,0.8212890625,1.357338109152606,0.90625,1.1650485436893203,7.896100000000001,0.7569,2.81,0.87,26,25,26,TOR,Milwaukee Brewers,Toronto Blue Jays,Wisconsin,3116263,2922100,1024.0,106.09000000000002,32.0,10.3,0,0,32,10,162,162,Jeremy Jeffress,1,0,1,0,194163,75875,1,2,205.0,205.0,4,5,0.19753086419753085,0.06172839506172839,RP,RP,0.5061728395061729,0.4567901234567901,0,0,0,0,UFA,841,144,29,12,0.007363504503627073,0.00216115834913652,194163,75875,0.016369477911646585,0.007072202166064981,507600,495900,0.002,0.001,0.01899484337720311,0.0005575035063113618,507600,495900,0.0,0.0,0.0,0.0,0,507600,495900,57600000,36750000,507600,495900,0,82,74,0.8281000000000001,0.2304,0.91,0.48,1.9880999999999998,1.5876000000000001,1.41,1.26,0,2,100,25,10,5,1,1,1,1,12.176453291455404,13.13744901482237,13.13744901482237
