Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
NYM,NYM,6.0,6.0,2014,4,3,1,3844,1024,62,32,10,10,1444,441,1296,361,36,19,38,21,2.4336,4.25390625,1.56,2.0625,0.004448002134471681,0.002110245663094829,0.06669334400426838,0.04593741027849555,0.010824657994450284,0.008976787215274486,0.10404161664665867,0.09474590869939707,15.132100000000001,19.5364,3.89,4.42,33,32,NYM,New York Mets,New York Mets,6938.889999999999,1497.6900000000003,83.3,38.7,1156,49,81,49,9,7,34,7,162,162,Daisuke Matsuzaka,9,9,3,3,5,5,200,200,8,8,SP,SP,0.4876543209876543,0.4567901234567901,1,0,1,0,UFA,6084,1089,78,33,1500000,490000,1500000,490000,1500000,490000,56.8516,0.0,7.54,0.0,1500000,93775000,7150000,1500000,79,74,,,,,1.7956000000000003,1.5376,1.34,1.24,2,2,2500,256,50,16,9,9,3,3,14.22097566607244,14.22097566607244,14.22097566607244
LAD,WSH,6.5,6.5,2014,4,3,1,33489,32041,183,179,11,11,10201,8464,6889,7744,83,88,101,92,16.222993827160494,23.726326742976067,4.027777777777778,4.870967741935484,0.00046248121170077474,0.000411978625348563,0.021505376344086023,0.020297256596608394,0.007502829842599373,0.009774739476142128,0.08661887694145759,0.0988672821318667,16.160399999999996,21.808899999999998,4.02,4.67,33,32,WSH,Los Angeles Dodgers,Washington Nationals,34596.0,28798.089999999997,186.0,169.7,1024,961,1024,900,32,30,32,31,161,162,Dan Haren,121,196,11,14,25,1,215,215,28,2,SP,SP,0.577639751552795,0.5308641975308642,0,1,0,1,UFA,21025,22801,145,151,10000000,13000000,11000000,13000000,11000000,13000000,1319.8689,136.1889,36.33,11.67,10000000,61150000,67000000,10000000,93,86,0.28090000000000004,0.0025000000000000005,-0.53,0.05,1.3923999999999999,1.5376,1.18,1.24,6,0,1296,961,36,31,169,100,13,10,16.11809565095832,16.213405830762646,16.213405830762646
CIN,CHW,6.0,6.0,2014,4,3,1,196,28900,14,170,6,5,36,7921,36,6561,6,81,6,89,25.0,2.88209843158464,5.0,1.697674418604651,0.0005898380489042099,0.0013867512931455806,0.024286581663630843,0.037239109725469816,0.014745951222605245,0.00399675372697285,0.1214329083181542,0.06321988395254179,8.7025,32.2624,2.95,5.68,28,27,CHW,Cincinnati Reds,Chicago White Sox,334.89000000000004,16460.890000000003,18.3,128.3,25,900,16,400,4,20,5,30,162,162,Dylan Axelrod,1,121,1,11,10,6,195,195,15,9,RP,RP,0.4691358024691358,0.3888888888888889,0,0,0,0,UFA,400,5329,20,73,500000,493000,90163,493000,500000,493000,0.0,0.0,0.0,0.0,500000,15125000,14800000,500000,76,63,,,,,0.9603999999999999,2.7556,0.98,1.66,5,3,16,1849,4,43,4,16,2,4,13.122363377404328,11.409374422339322,13.122363377404328
PIT,LAD,0.0,0.0,2014,4,3,1,27556,37249,166,193,1,7,5625,12996,4225,11664,65,108,75,114,3.888117437016465,3.400910777534154,1.971830985915493,1.844155844155844,0.0016759777520719166,0.002523870895656055,0.040938707259413024,0.05023814184119527,0.006516398321882476,0.008583459730141458,0.08072421149743413,0.0926469628759705,9.2416,32.6041,3.04,5.71,30,29,LAD,Pittsburgh Pirates,Los Angeles Dodgers,37133.28999999999,29002.090000000004,192.7,170.3,1024,1089,961,1024,31,32,32,33,162,162,Edinson Volquez,49,144,7,12,9,25,220,220,16,27,SP,SP,0.5432098765432098,0.5679012345679012,0,0,0,0,UFA,19600,20164,140,142,5000000,490000,5000000,88360,5000000,490000,3694.2084,463.11039999999997,60.78,21.52,5000000,5000000,150850000,5000000,88,92,6.708099999999999,0.0016,2.59,0.04,1.5129,2.5281000000000002,1.23,1.59,5,6,5041,5929,71,77,169,81,13,9,15.424948470398375,15.424948470398375,15.424948470398375
BOS,STL,6.3,6.3,2014,4,3,2,4761,3600,69,60,9,6,784,400,676,400,26,20,28,20,9.433673469387756,84.63999999999999,3.0714285714285716,9.2,0.0006721536351165981,7.3730372569305e-05,0.025925925925925925,0.00858663918942126,0.00634087791495199,0.006240538734265973,0.07962962962962963,0.07899708054267558,15.209999999999999,7.728399999999999,3.9,2.78,30,29,STL,Boston Red Sox,St. Louis Cardinals,3600.0,4186.09,60.0,64.7,4096,4225,0,0,0,0,64,65,162,162,Edward Mujica,16,1,4,1,13,23,225,225,21,27,RP,RP,0.4382716049382716,0.5987654320987654,64,1369,8,37,UFA,1849,2116,43,46,4750000,3200000,4750000,3200000,4750000,3200000,324.0,6326.611600000001,18.0,79.54,9500000,56433443,13650000,4750000,71,97,0.0016,2.4336,0.04,1.56,1.9043999999999996,1.0,1.38,1.0,8,11,196,25,14,5,4,4,2,2,15.373655176010823,15.373655176010823,15.373655176010823
CHC,CHC,0.0,0.0,2013,4,3,4,28224,38809,168,197,13,10,11025,12100,9801,9409,99,97,105,110,3.8117913832199544,5.235564492961793,1.9523809523809523,2.288135593220339,0.002475186257765897,0.0013984764978552063,0.04975124378109453,0.037396209672307786,0.009434893649216493,0.007321813896412278,0.09713338071547027,0.08556759840273816,40.0689,24.800400000000003,6.33,4.98,30,29,WSH,Chicago Cubs,Chicago Cubs,19796.489999999998,30730.090000000004,140.7,175.3,841,961,729,961,27,31,29,31,162,162,Edwin Jackson,225,324,15,18,17,17,210,210,16,16,SP,SP,0.4506172839506173,0.4074074074074074,0,0,0,0,UFA,15129,18225,123,135,11000000,11000000,13000000,13000000,13000000,13000000,0.27040000000000003,110.67039999999999,0.52,10.52,52000000,9650000,73850000,13000000,73,66,5.0625,1.8225000000000002,-2.25,-1.35,2.6895999999999995,2.1315999999999997,1.64,1.46,2,2,3969,3481,63,59,36,64,6,8,16.213405830762646,16.38045991542581,16.38045991542581
OAK,ATL,6.3,6.3,2014,4,3,2,225,144,15,12,5,3,25,25,25,25,5,5,5,5,14.0625,4.840000000000001,3.75,2.2,0.0004938271604938272,0.0009525986892242036,0.022222222222222223,0.030864197530864196,0.006944444444444444,0.004610577655845145,0.08333333333333333,0.06790123456790123,5.0625,6.25,2.25,2.5,29,28,ATL,Oakland Athletics,Atlanta Braves,400.0,324.0,20.0,18.0,441,361,0,0,0,0,21,19,162,162,Eric O'Flaherty,0,0,0,0,15,18,210,210,26,23,RP,RP,0.5432098765432098,0.5925925925925926,1,0,1,0,UFA,225,121,15,11,1500000,4320000,1500000,4320000,1500000,4320000,0.0,0.0,0.0,0.0,7000000,32800000,77250000,3500000,88,96,0.16809999999999997,0.17639999999999997,0.41,0.42,0.9025,0.8835999999999999,0.95,0.94,9,3,16,25,4,5,1,9,1,3,14.22097566607244,14.22097566607244,14.22097566607244
ATL,KC,6.2,6.2,2014,4,3,1,37249,36100,193,190,5,5,8100,7225,7396,5776,86,76,90,85,8.07281431090955,9.965782391387927,2.8412698412698414,3.156862745098039,0.0012755102040816326,0.0007212576337259071,0.03571428571428571,0.026856240126382307,0.010296957029221366,0.007187896625839768,0.10147392290249434,0.08478146392838336,15.602500000000001,10.497600000000002,3.95,3.24,31,30,KC,Atlanta Braves,Kansas City Royals,38416.0,44521.0,196.0,211.0,961,1024,961,1024,31,32,31,32,162,162,Ervin Santana,100,100,10,10,18,2,175,175,23,7,SP,SP,0.4876543209876543,0.5308641975308642,0,0,0,0,UFA,32041,25921,179,161,14100000,13000000,14100000,13000000,14100000,13000000,1327.1449,2818.5481000000004,36.43,53.09,14100000,47350000,26100000,14100000,79,86,1.6900000000000002,8.468100000000002,1.3,2.91,1.7161000000000002,1.2995999999999999,1.31,1.14,3,1,3969,2601,63,51,196,81,14,9,16.461685355348397,16.461685355348397,16.461685355348397
SEA,TB,0.0,0.0,2014,4,3,2,3721,2809,61,53,8,10,576,729,441,625,21,25,24,27,7.367346938775511,5.188271604938271,2.7142857142857144,2.2777777777777777,0.002201932426007979,0.0035964026982011235,0.04692475280710575,0.05997001499250374,0.016222400118140416,0.018659113999000276,0.1273671861907156,0.1365983674829252,8.1225,11.424399999999999,2.85,3.38,37,36,TB,Seattle Mariners,Tampa Bay Rays,4395.69,4448.89,66.3,66.7,4761,4624,0,0,0,0,69,68,161,162,Fernando Rodney,36,16,6,4,0,1,240,240,4,4,RP,RP,0.5341614906832298,0.5617283950617284,2304,1369,48,37,UFA,5776,6724,76,82,7000000,2500000,7050000,2500000,7050000,2500000,3033.8064,4558.9504,55.08,67.52,14000000,267800000,19090000,7000000,86,91,0.5929,0.28090000000000004,0.77,0.53,1.7956000000000003,1.7956000000000003,1.34,1.34,0,0,784,1296,28,36,1,25,1,5,15.761420707019587,15.768538174788452,15.768538174788452
MIL,BAL,6.0,6.0,2014,4,3,1,2401,1764,49,42,7,4,529,196,529,196,23,14,23,14,16.447530864197528,14.877551020408164,4.055555555555555,3.857142857142857,0.0008650519031141869,0.001109525508585831,0.029411764705882353,0.033309540804187486,0.014227967875603402,0.016507022362430016,0.119281045751634,0.1284796573875803,9.2416,7.290000000000001,3.04,2.7,32,31,BAL,Milwaukee Brewers,Baltimore Orioles,4624.0,2180.8900000000003,68.0,46.7,4761,2304,0,0,0,0,69,48,162,162,Francisco Rodriguez,25,4,5,2,1,7,180,180,4,12,RP,RP,0.5061728395061729,0.5246913580246914,1936,100,44,10,UFA,5329,2916,73,54,3250000,2000000,3250000,1256831,3250000,2000000,2764.6564,0.0,52.58,0.0,3250000,57600000,2000000,3250000,82,85,1.9043999999999996,0.0004,1.38,0.02,0.9801,1.44,0.99,1.2,0,3,324,196,18,14,25,9,5,3,14.994165554305921,14.994165554305921,14.994165554305921
ATL,CHW,6.4,6.4,2014,4,3,1,3025,729,55,27,5,5,529,225,256,196,16,14,23,15,11.98224852071006,4.340277777777779,3.4615384615384617,2.0833333333333335,0.0007076231403485919,0.003010682277054273,0.026601186822181298,0.05486968449931413,0.008478916326662122,0.013067197383048058,0.09208103130755065,0.11431184270690442,7.0225,26.832399999999996,2.65,5.18,31,30,CHW,Atlanta Braves,Chicago White Sox,2948.49,590.49,54.3,24.3,81,25,81,25,9,5,9,5,162,162,Gavin Floyd,4,16,2,4,18,6,235,235,23,9,RP,RP,0.4876543209876543,0.3888888888888889,0,0,0,0,UFA,2025,625,45,25,4000000,9500000,4000000,9500000,4000000,9500000,0.0,0.0,0.0,0.0,4000000,47350000,14800000,4000000,79,63,0.7395999999999999,0.0004,0.86,-0.02,1.5625,2.5600000000000005,1.25,1.6,3,3,169,144,13,12,4,0,2,0,15.201804919084164,15.201804919084164,15.201804919084164
TB,ARI,0.0,0.0,2012,4,3,3,576,5476,24,74,5,7,256,900,196,900,14,30,16,30,2.25,20.25,1.5,4.5,0.0026399928390194232,0.0007321906982665299,0.051380860629415534,0.027059022492812446,0.005939983887793703,0.014826861639897226,0.07707129094412331,0.12176560121765599,52.85289999999999,16.892100000000003,7.27,4.11,36,35,SD,Tampa Bay Rays,Arizona Diamondbacks,299.29,4316.490000000001,17.3,65.7,169,4761,0,0,0,0,13,69,162,162,Heath Bell,1,4,1,2,1,1,0,0,4,5,RP,RP,0.4753086419753086,0.5,0,225,0,15,UFA,144,5184,12,72,9000000,9000000,5500000,10000000,10000000,10000000,0.0,2.1315999999999997,0.0,1.46,27000000,28150000,54650000,9000000,77,81,0.39690000000000003,0.0324,-0.63,-0.18,3.4225000000000003,1.8769000000000002,1.85,1.37,0,1,64,256,8,16,1,25,1,5,16.012735135300492,15.520258650202699,16.11809565095832
TB,ARI,0.0,0.0,2014,4,3,1,576,5476,24,74,5,7,256,900,196,900,14,30,16,30,2.25,20.25,1.5,4.5,0.0026399928390194232,0.0007321906982665299,0.051380860629415534,0.027059022492812446,0.005939983887793703,0.014826861639897226,0.07707129094412331,0.12176560121765599,52.85289999999999,16.892100000000003,7.27,4.11,36,35,TB,Tampa Bay Rays,Arizona Diamondbacks,299.29,4316.490000000001,17.3,65.7,169,4761,0,0,0,0,13,69,162,162,Heath Bell,1,4,1,2,1,1,0,0,4,5,RP,RP,0.4753086419753086,0.5,0,225,0,15,UFA,144,5184,12,72,9000000,9000000,5500000,10000000,10000000,10000000,0.0,2.1315999999999997,0.0,1.46,0,28150000,54650000,0,77,81,0.39690000000000003,0.0324,-0.63,-0.18,3.4225000000000003,1.8769000000000002,1.85,1.37,0,1,64,256,8,16,1,25,1,5,16.012735135300492,15.520258650202699,16.11809565095832
NYY,NYY,0.0,0.0,2014,4,3,1,36481,36481,191,191,9,8,8281,6241,6724,5476,82,74,91,79,17.400816326530613,12.16873985938345,4.171428571428572,3.488372093023256,0.00038189583066395937,0.0005633318969131632,0.01954215522054718,0.023734613898548324,0.006645299205251395,0.0068550393080292985,0.08151870463428253,0.08279516476237787,13.7641,10.956100000000001,3.71,3.31,39,38,NYY,New York Yankees,New York Yankees,39601.0,40521.69,199.0,201.3,1024,1024,1024,1024,32,32,32,32,162,162,Hiroki Kuroda,81,169,9,13,40,40,0,0,50,50,SP,SP,0.5185185185185185,0.5246913580246914,0,0,0,0,UFA,21316,22500,146,150,16000000,15000000,16000000,15000000,16000000,15000000,1241.8576,2756.25,35.24,52.5,16000000,311500000,64000000,16000000,84,85,4.0,15.6816,2.0,3.96,1.2995999999999999,1.3456,1.14,1.16,27,27,1225,1849,35,43,121,121,11,11,16.588099280204055,16.588099280204055,16.588099280204055
