Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status_agente_libre,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
SF,SF,6.1,6.1,2025,2022,2022,3,3,1,1,1,1156,19881,34,141,0,0,7,8,5,5,441,3721,196,3481,14,59,21,61,18.0625,13.097505668934241,4.25,3.619047619047619,0.04432132963988919,0.06272381360786737,0.21052631578947367,0.25044722719141327,0.8005540166204986,0.8215255043062175,0.8947368421052632,0.9063804412641623,43.9569,10.0489,6.63,3.17,31,30,32,SF,San Francisco Giants,San Francisco Giants,California,25374847,10374847,361.0,28123.289999999997,19.0,167.7,5,31,5,34,162,163,Anthony DeSclafani,4,49,2,7,12000000,3125000,23,23,195.0,195.0,27,27,0.030864197530864196,0.2085889570552147,SP,SP,0.5,0.6625766871165644,0,0,0,0,UFA,289,23104,17,152,12000000,6125000,12000000,6000000,0.074,0.036,12000000,6125000,0.0,7811.024399999999,0.0,88.38,36000000,12000000,6000000,140700000,36200000,36000000,6000000,12000000,81,108,1.583696402499998,17.3889,1.2584499999999992,4.17,4.0,1.1881000000000002,2.0,1.09,8,8,16,1764,4,42,0,169,0,13,16.300417207752275,16.300417207752275,16.300417207752275
SF,SF,6.4,6.4,2024,2022,2022,2,2,1,1,1,17424,15625,132,125,0,0,7,8,5,5,6084,3969,5476,3481,74,59,78,63,19.067777777777774,15.19000657462196,4.366666666666666,3.8974358974358974,0.05268552769531843,0.0790635466108457,0.22953328232593728,0.281182408074982,1.0045959341992887,1.200975792831676,1.0022953328232596,1.0958904109589043,26.009999999999998,14.6689,5.1,3.83,30,29,31,SF,San Francisco Giants,San Francisco Giants,California,40014397,27514397,17082.489999999998,19237.689999999995,130.7,138.7,26,26,26,26,162,163,Alex Wood,144,16,12,4,12500000,5000000,23,23,215.0,215.0,27,27,0.16049382716049382,0.15950920245398773,SP,SP,0.5,0.6625766871165644,0,0,0,0,UFA,17161,23104,131,152,12500000,5000000,12500000,3000000,0.077,0.029,12500000,5000000,359.4816,4643.0596000000005,18.96,68.14,25000000,12500000,3000000,140700000,36200000,25000000,3000000,12500000,81,108,0.0361,2.6569,0.19,1.63,1.5376,1.3923999999999999,1.24,1.18,8,8,900,1521,30,39,64,100,8,10,16.34123920227253,16.34123920227253,16.34123920227253
CHW,HOU,6.2,6.2,2025,2022,2022,3,3,1,0,0,4225,1225,65,35,0,0,5,5,2,2,841,225,529,121,23,11,29,15,6.44378698224852,9.302499999999998,2.5384615384615383,3.05,0.16000000000000003,0.12755102040816327,0.4,0.35714285714285715,1.0310059171597632,1.1865433673469385,1.0153846153846153,1.0892857142857142,10.1761,3.1329000000000002,3.19,1.77,31,30,31,HOU,Chicago White Sox,Houston Astros,Illinois,15306758,7306758,4225.0,3136.0,65.0,56.0,0,0,65,53,162,162,Kendall Graveman,16,1,4,1,8000000,956960,6,4,200.0,200.0,11,15,0.4012345679012346,0.3271604938271605,RP,RP,0.5,0.5864197530864198,36,100,6,10,UFA,4356,3721,66,61,8000000,456960,8000000,1250000,0.039,0.002,8000000,1750000,371.3329,8673.196899999999,19.27,93.13,24000000,8000000,1250000,63000000,76100000,24000000,1250000,8000000,81,95,0.8835999999999999,2.7889,0.94,1.67,1.9599999999999997,0.9603999999999999,1.4,0.98,3,1,676,400,26,20,9,25,3,5,15.89495209964411,15.89495209964411,15.89495209964411
PHI,NYM,6.6,6.6,2023,2022,2022,1,1,1,0,0,19044,9,138,3,0,0,7,9,2,2,3844,4,3481,4,59,2,62,2,9.391259105098856,61504.0,3.064516129032258,248.0,0.052964904825758705,0.0,0.23014105419450634,0.0,0.4974071446956007,1.0,0.7052709725315517,1.0,15.5236,81.0,3.94,9.0,29,28,29,NYM,Philadelphia Phillies,New York Mets,Pennsylvania,45418904,24418904,18144.089999999997,4.0,134.7,2.0,24,2,25,2,162,162,Noah Syndergaard,100,1,10,1,7384640,9700000,8,5,240.0,240.0,15,9,0.15432098765432098,0.012345679012345678,SP,SP,0.5370370370370371,0.4753086419753086,0,0,0,0,UFA,9025,4,95,2,7384640,9700000,21000000,9700000,0.03,0.048,21000000,9700000,554.1315999999999,0.0,23.54,0.0,21000000,21000000,9700000,204150000,94150000,21000000,9700000,21000000,87,77,1.1664,1.5011196963456546,1.08,1.22520190023753,1.5625,2.25,1.25,1.5,2,2,961,0,31,0,100,0,10,0,15.81491272529835,16.860032995687696,16.860032995687696
SF,LAA,6.3,6.3,2025,2022,2022,2,2,4,0,3,23104,7225,152,85,0,0,7,6,5,5,5184,2116,3844,1521,62,39,72,46,12.331530557057869,8.819100091827364,3.511627906976744,2.9696969696969697,0.08250747765850118,0.12510209778641662,0.2872411489645959,0.3536977491961415,1.0174434819315765,1.1032879220759828,1.008684034736139,1.0503751339764202,13.9129,14.137599999999999,3.73,3.76,34,30,34,LAA,San Francisco Giants,Los Angeles Angels,California,66595287,51095287,22410.089999999997,8704.89,149.7,93.3,28,18,28,18,162,162,Alex Cobb,64,9,8,3,9000000,5000000,23,1,205.0,205.0,27,10,0.1728395061728395,0.1111111111111111,SP,SP,0.5,0.4753086419753086,0,0,0,0,UFA,22801,9604,151,98,9000000,5000000,9000000,15000000,0.056,0.028,9000000,15000000,3007.4256000000005,3255.8436,54.84,57.06,20000000,10000000,14250000,140700000,12625000,20000000,57000000,10000000,81,77,5.2441,2.6569,2.29,1.63,1.6900000000000002,1.5876000000000001,1.3,1.26,8,1,1849,1089,43,33,49,64,7,8,16.012735135300492,16.012735135300492,16.012735135300492
LAD,LAD,6.4,6.4,2023,2022,2022,1,1,3,1,3,9216,10609,96,103,2500000,7666666,9,7,5,5,1296,2601,1024,2304,32,48,36,51,35.480151228733455,47.0204081632653,5.956521739130435,6.857142857142857,0.03316263041721599,0.029775388244730732,0.18210609659540777,0.1725554642563681,1.1766151423454194,1.4000509084869308,1.0847189231987333,1.1832374691865242,5.1983999999999995,12.6025,2.28,3.55,33,30,34,LAD,Los Angeles Dodgers,Los Angeles Dodgers,California,271176411,251176411,15951.689999999999,14810.890000000001,126.3,121.7,22,22,22,24,162,162,Clayton Kershaw,9,64,3,8,20000000,23333334,25,25,225.0,225.0,36,35,0.13580246913580246,0.14814814814814814,SP,SP,0.6851851851851852,0.654320987654321,0,0,0,0,UFA,18769,20736,137,144,20000000,31000000,14500000,23333334,0.074,0.117,20000000,31000000,7272.6784,1288.0921,85.28,35.89,17000000,17000000,31000000,267800000,160320500,17000000,93000000,17000000,111,106,12.531600000000001,4.4521,3.54,2.11,0.8835999999999999,1.0404,0.94,1.02,7,7,529,441,23,21,144,100,12,10,16.811242831518264,16.489659207390805,16.811242831518264
HOU,PHI,6.2,6.2,2025,2022,2022,2,2,1,1,1,2401,3025,49,55,0,0,3,6,2,2,841,1156,729,900,27,30,29,34,21.595155709342563,9.37890625,4.647058823529412,3.0625,0.06777530493024304,0.1854907807096834,0.26033690658499237,0.4306864064602961,1.463618263216771,1.7397006425154293,1.209800918836141,1.318977119784657,13.838400000000002,13.1769,3.72,3.63,32,31,33,PHI,Houston Astros,Philadelphia Phillies,Texas,18421684,10421684,4264.089999999999,5520.49,65.3,74.3,0,0,70,74,162,162,Hector Neris,16,49,4,7,8000000,5020000,5,7,227.0,227.0,16,14,0.43209876543209874,0.4567901234567901,RP,RP,0.654320987654321,0.5061728395061729,9,144,3,12,UFA,6241,9604,79,98,8000000,5020000,8000000,5000000,0.044,0.025,8000000,5020000,702.7801000000001,1359.3968999999997,26.51,36.87,17000000,8500000,5000000,69100000,158800000,17000000,5000000,8500000,106,82,0.2116,1.3923999999999999,0.46,1.18,1.0201,1.3688999999999998,1.01,1.17,2,2,289,1024,17,32,36,16,6,4,15.89495209964411,15.89495209964411,15.89495209964411
CHW,LAD,6.1,6.1,2025,2023,2022,2,2,3,1,3,1296,784,36,28,0,0,5,7,2,5,676,256,625,196,25,14,26,16,5.310018903591683,11.111111111111112,2.3043478260869565,3.3333333333333335,0.3864134404674945,0.1162190082644628,0.6216216216216216,0.3409090909090909,2.0518626734842953,1.291322314049587,1.4324324324324325,1.1363636363636365,36.9664,8.179599999999999,6.08,2.86,33,30,34,LAD,Chicago White Sox,Los Angeles Dodgers,Illinois,35825055,28825055,1369.0,1936.0,37.0,44.0,1,0,43,48,162,162,Joe Kelly,9,0,3,0,7000000,8500000,6,25,174.0,174.0,11,35,0.2654320987654321,0.2962962962962963,RP,RP,0.5,0.654320987654321,1,4,1,2,UFA,2809,2500,53,50,7000000,8500000,7000000,8500000,0.034,0.032,7000000,8500000,0.0,0.0,0.0,0.0,17000000,8500000,8333333,63000000,160320500,17000000,25000000,8500000,81,106,1.583696402499998,0.48999999999999994,1.2584499999999992,0.7,2.5600000000000005,0.9603999999999999,1.6,0.98,3,7,529,225,23,15,1,4,1,2,15.761420707019587,15.761420707019587,15.761420707019587
ATL,LAD,6.5,6.5,2023,2022,2022,1,1,5,0,4,2025,1296,45,36,0,0,6,7,1,5,625,441,576,289,24,17,25,21,14.927685950413224,5.7067901234567895,3.8636363636363638,2.388888888888889,0.1181640625,0.2722117202268431,0.34375,0.5217391304347826,1.763916015625,1.5534551564797312,1.328125,1.2463768115942029,11.424399999999999,4.928400000000001,3.38,2.22,34,29,34,LAD,Atlanta Braves,Los Angeles Dodgers,Georgia,108615505,92615505,4096.0,4761.0,64.0,69.0,0,0,65,69,162,162,Kenley Jansen,4,16,2,4,16000000,20000000,18,25,265.0,265.0,28,35,0.4012345679012346,0.42592592592592593,RP/CL,RP/CL,0.6234567901234568,0.654320987654321,1681,1444,41,38,UFA,7225,7396,85,86,16000000,20000000,16000000,20000000,0.087,0.075,16000000,20000000,883.2783999999999,4598.1961,29.72,67.81,16000000,16000000,16000000,61250000,160320500,16000000,80000000,16000000,101,106,0.7921,5.2441,0.89,2.29,1.1025,1.0816000000000001,1.05,1.04,4,7,484,1296,22,36,25,16,5,4,16.588099280204055,16.588099280204055,16.588099280204055
LAA,CHW,6.1,6.1,2024,2022,2022,2,2,1,0,0,1764,1225,42,35,0,0,9,2,5,2,729,361,529,361,23,19,27,19,5.522500000000001,15.16897506925208,2.35,3.8947368421052633,0.12182901906319575,0.0960696598176007,0.34904013961605584,0.3099510603588907,0.6728007577764986,1.4572782746847135,0.8202443280977313,1.2071778140293639,13.0321,7.7841000000000005,3.61,2.79,34,33,34,CHW,Los Angeles Angels,Chicago White Sox,California,12225863,5225863,3283.2899999999995,3757.6899999999996,57.3,61.3,0,0,59,65,162,162,Ryan Tepera,16,4,4,2,7000000,1233866,1,6,195.0,195.0,10,11,0.36419753086419754,0.4012345679012346,RP,RP,0.4506172839506173,0.5740740740740741,36,4,6,2,UFA,2209,5476,47,74,7000000,283866,7000000,800000,0.039,0.002,7000000,1750000,1024.6400999999998,5021.1395999999995,32.01,70.86,14000000,7000000,800000,123750000,57000000,14000000,800000,7000000,73,93,0.27040000000000003,1.2100000000000002,0.52,1.1,1.1664,0.7744,1.08,0.88,1,3,400,361,20,19,25,0,5,0,15.761420707019587,15.761420707019587,15.761420707019587
