Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos_en_contra,Bateos_en_contra_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras_en_contra,Carreras_en_contra_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Equipo_anterior,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Posicion,Promedio_victorias,Saves,Saves_2,Status_agente_libre,Strike-outs,Strike-outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Valor_promedio_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
TOR,6.0,2022,2025,3,1,93,8649,0,1,6,67,4489,58,3364,2.1379310344827585,4.5707491082045175,0.06399646916032219,0.004095548064988069,0.13682003751517158,0.018719722665652958,5.19,26.936100000000003,31,30,Toronto Blue Jays,SEA,Toronto,63185185,100.7,10140.49,32,162,20,Yusei Kikuchi,7,49,16000000,2,194,9,RP,0.5679012345679012,1,1,UFA,124,15376,16000000,16000000,0.09,16000000,0.0,0.0,36000000,12000000,157000000,36000000,12000000,92,-1.07,1.1449,1.5,2.25,2,58,3364,6,36,16.588099280204055,16.588099280204055,16.588099280204055
SF,6.1,2022,2025,3,1,34,1156,0,5,7,21,441,14,196,4.25,18.0625,0.023391812865497075,0.0005471769091344344,0.09941520467836257,0.009883382921240722,6.63,43.9569,32,31,San Francisco Giants,SF,California,25374847,19.0,361.0,5,162,5,Anthony DeSclafani,2,4,12000000,23,195,27,SP,0.5,0,0,UFA,17,289,12000000,12000000,0.074,12000000,0.0,0.0,36000000,12000000,140700000,36000000,12000000,81,-0.79,0.6241000000000001,2.0,4.0,8,4,16,0,0,16.300417207752275,16.300417207752275,16.300417207752275
SD,6.1,2022,2026,4,0,96,9216,2000000,5,3,44,1936,41,1681,2.317073170731707,5.368828078524687,0.04285564962893279,0.0018366067051178473,0.09929967596947842,0.00986042564764341,3.47,12.0409,31,31,San Diego Padres,TEX,California,8901624,106.3,11299.689999999999,47,162,10,Nick Martinez,4,16,6000000,2,175,7,RP,0.5493827160493827,8,64,UFA,95,9025,6000000,4000000,0.027,6000000,0.0,0.0,25500000,6375000,32500000,25500000,6375000,89,1.04,1.0816000000000001,1.29,1.6641000000000001,0,41,1681,4,16,15.60727002719233,15.201804919084164,15.60727002719233
SF,6.4,2022,2024,2,1,132,17424,0,5,7,78,6084,74,5476,4.366666666666666,19.067777777777774,0.02550369803621525,0.0006504386135224497,0.11136614809147327,0.012402418940731956,5.1,26.009999999999998,31,30,San Francisco Giants,SF,California,40014397,130.7,17082.489999999998,26,162,26,Alex Wood,12,144,12500000,23,215,27,SP,0.5,0,0,UFA,131,17161,12500000,12500000,0.077,12500000,18.96,359.4816,25000000,12500000,140700000,25000000,12500000,81,0.19,0.0361,1.24,1.5376,8,30,900,8,64,16.34123920227253,16.34123920227253,16.34123920227253
CHW,6.2,2022,2025,3,0,65,4225,0,2,5,29,841,23,529,2.5384615384615383,6.44378698224852,0.044444444444444446,0.0019753086419753087,0.11282051282051282,0.012728468113083499,3.19,10.1761,31,31,Chicago White Sox,HOU,Illinois,15306758,65.0,4225.0,65,162,0,Kendall Graveman,4,16,8000000,6,200,11,RP,0.5,6,36,UFA,66,4356,8000000,8000000,0.039,8000000,19.27,371.3329,24000000,8000000,63000000,24000000,8000000,81,0.94,0.8835999999999999,1.4,1.9599999999999997,3,26,676,3,9,15.89495209964411,15.89495209964411,15.89495209964411
PHI,6.6,2022,2023,1,0,138,19044,0,2,7,62,3844,59,3481,3.064516129032258,9.391259105098856,0.025571228243834034,0.0006538877138982554,0.07836344139239462,0.006140828946859267,3.94,15.5236,29,29,Philadelphia Phillies,NYM,Pennsylvania,45418904,134.7,18144.089999999997,25,162,24,Noah Syndergaard,10,100,7384640,8,240,15,SP,0.5370370370370371,0,0,UFA,95,9025,7384640,21000000,0.03,21000000,23.54,554.1315999999999,21000000,21000000,204150000,21000000,21000000,87,1.08,1.1664,1.25,1.5625,2,31,961,10,100,15.81491272529835,16.860032995687696,16.860032995687696
SF,6.3,2022,2025,2,0,152,23104,0,5,7,72,5184,62,3844,3.511627906976744,12.331530557057869,0.03191568321828843,0.0010186108352901377,0.11207600385957099,0.012561030641130571,3.73,13.9129,34,34,San Francisco Giants,LAA,California,66595287,149.7,22410.089999999997,28,162,28,Alex Cobb,8,64,9000000,23,205,27,SP,0.5,0,0,UFA,151,22801,9000000,9000000,0.056,9000000,54.84,3007.4256000000005,20000000,10000000,140700000,20000000,10000000,81,2.29,5.2441,1.3,1.6900000000000002,8,43,1849,7,49,16.012735135300492,16.012735135300492,16.012735135300492
LAD,6.4,2022,2023,1,1,96,9216,2500000,5,9,36,1296,32,1024,5.956521739130435,35.480151228733455,0.020234010732823084,0.0004094151903359997,0.12052432479985924,0.014526112868461965,2.28,5.1983999999999995,34,33,Los Angeles Dodgers,LAD,California,271176411,126.3,15951.689999999999,22,162,22,Clayton Kershaw,3,9,20000000,25,225,36,SP,0.6851851851851852,0,0,UFA,137,18769,20000000,14500000,0.074,20000000,85.28,7272.6784,17000000,17000000,267800000,17000000,17000000,111,3.54,12.531600000000001,0.94,0.8835999999999999,7,23,529,12,144,16.811242831518264,16.489659207390805,16.811242831518264
HOU,6.2,2022,2025,2,1,49,2401,0,2,3,29,841,27,729,4.647058823529412,21.595155709342563,0.028926322953888042,0.0008367321596326302,0.13442232431512677,0.01806936127428112,3.72,13.838400000000002,33,32,Houston Astros,PHI,Texas,18421684,65.3,4264.089999999999,70,162,0,Hector Neris,4,16,8000000,5,227,16,RP,0.654320987654321,3,9,UFA,79,6241,8000000,8000000,0.044,8000000,26.51,702.7801000000001,17000000,8500000,69100000,17000000,8500000,106,0.46,0.2116,1.01,1.0201,2,17,289,6,36,15.89495209964411,15.89495209964411,15.89495209964411
CHW,6.1,2022,2025,2,1,36,1296,0,2,5,26,676,25,625,2.3043478260869565,5.310018903591683,0.06906906906906907,0.004770536302067833,0.15915915915915915,0.025331637944250553,6.08,36.9664,34,33,Chicago White Sox,LAD,Illinois,35825055,37.0,1369.0,43,162,1,Joe Kelly,3,9,7000000,6,174,11,RP,0.5,1,1,UFA,53,2809,7000000,7000000,0.034,7000000,0.0,0.0,17000000,8500000,63000000,17000000,8500000,81,-0.6,0.36,1.6,2.5600000000000005,3,23,529,1,1,15.761420707019587,15.761420707019587,15.761420707019587
ATL,6.5,2022,2023,1,0,45,2025,0,1,6,25,625,24,576,3.8636363636363638,14.927685950413224,0.03819444444444445,0.0014588155864197533,0.14756944444444445,0.021776740933641976,3.38,11.424399999999999,34,34,Atlanta Braves,LAD,Georgia,108615505,64.0,4096.0,65,162,0,Kenley Jansen,2,4,16000000,18,265,28,RP/CL,0.6234567901234568,41,1681,UFA,85,7225,16000000,16000000,0.087,16000000,29.72,883.2783999999999,16000000,16000000,61250000,16000000,16000000,101,0.89,0.7921,1.05,1.1025,4,22,484,5,25,16.588099280204055,16.588099280204055,16.588099280204055
LAA,6.1,2022,2024,2,0,42,1764,0,5,9,27,729,23,529,2.35,5.522500000000001,0.03878223773511732,0.0015040619637431577,0.0911382586775257,0.008306182194771588,3.61,13.0321,34,34,Los Angeles Angels,CHW,California,12225863,57.3,3283.2899999999995,59,162,0,Ryan Tepera,4,16,7000000,1,195,10,RP,0.4506172839506173,6,36,UFA,47,2209,7000000,7000000,0.039,7000000,32.01,1024.6400999999998,14000000,7000000,123750000,14000000,7000000,73,0.52,0.27040000000000003,1.08,1.1664,1,20,400,5,25,15.761420707019587,15.761420707019587,15.761420707019587
ARI,6.1,2022,2025,2,1,63,3969,0,1,3,37,1369,29,841,1.6666666666666667,2.777777777777778,0.041666666666666664,0.001736111111111111,0.06944444444444445,0.0048225308641975315,4.66,21.715600000000002,37,36,Arizona Diamondbacks,SD,Arizona,89111776,56.0,3136.0,62,162,0,Mark Melancon,10,100,7000000,1,215,6,RP,0.4567901234567901,18,324,UFA,35,1225,7000000,6000000,0.081,7000000,8.4,70.56,14000000,7000000,23250000,14000000,7000000,74,-0.89,0.7921,1.5,2.25,1,21,441,3,9,15.761420707019587,15.60727002719233,15.761420707019587
DET,6.2,2022,2024,2,1,48,2304,500000,1,4,26,676,18,324,3.526315789473684,12.434903047091412,0.036843125848361455,0.0013574159222782,0.12992049641264303,0.01687933538810759,2.83,8.0089,32,31,Detroit Tigers,OAK,Michigan,16508962,57.3,3283.2899999999995,64,162,0,Andrew Chafin,3,9,6500000,11,235,16,RP,0.4074074074074074,3,9,UFA,67,4489,6000000,5500000,0.044,6000000,20.62,425.18440000000004,13000000,6500000,235500000,13000000,6500000,66,0.29,0.0841,1.17,1.3688999999999998,4,19,361,2,4,15.60727002719233,15.520258650202699,15.60727002719233
KC,6.2,2022,2023,1,0,157,24649,0,2,2,65,4225,56,3136,2.7037037037037037,7.310013717421125,0.021897810218978103,0.00047951409238638186,0.059205190592051905,0.0035052545930411914,3.68,13.5424,38,38,Kansas City Royals,HOU,Missouri,277674948,137.0,18769.0,26,162,26,Zack Greinke,9,81,13000000,4,200,9,SP,0.4012345679012346,0,0,UFA,73,5329,13000000,13000000,0.14,13000000,32.42,1051.0564000000002,13000000,13000000,13975000,13000000,13000000,65,2.45,6.002500000000001,1.34,1.7956000000000003,2,27,729,4,16,16.38045991542581,16.38045991542581,16.38045991542581
TOR,6.2,2022,2025,2,0,48,2304,500000,1,6,26,676,21,441,3.625,13.140625,0.029143897996357013,0.0008493667904220623,0.10564663023679417,0.011161210480389913,3.1,9.610000000000001,31,31,Toronto Blue Jays,HOU,Toronto,10933510,61.0,3721.0,61,162,0,Yimi Garcia,5,25,6000000,2,228,9,RP,0.5679012345679012,1,1,UFA,58,3364,5500000,4000000,0.031,5500000,30.74,944.9475999999999,11000000,5500000,157000000,11000000,5500000,92,0.53,0.28090000000000004,1.05,1.1025,2,16,256,4,16,15.520258650202699,15.201804919084164,15.520258650202699
ATL,6.2,2022,2025,2,1,51,2601,0,1,6,20,400,20,400,5.357142857142857,28.698979591836732,0.022446689113355782,0.000503853852151645,0.12025012025012026,0.014460091420168382,2.6,6.760000000000001,35,34,Atlanta Braves,TB,Georgia,22554315,69.3,4802.49,58,162,0,Collin McHugh,2,4,4000000,18,190,28,RP,0.6234567901234568,0,0,UFA,75,5625,4000000,4000000,0.022,4000000,70.04,4905.601600000001,10000000,5000000,61250000,10000000,5000000,101,1.97,3.8809,0.94,0.8835999999999999,4,14,196,3,9,15.201804919084164,15.201804919084164,15.201804919084164
PHI,6.3,2022,2023,1,0,33,1089,0,2,7,22,484,17,289,1.4642857142857142,2.144132653061224,0.0695998011434253,0.004844132319204346,0.10191399453144419,0.010386462281355235,3.43,11.7649,30,30,Philadelphia Phillies,LAD,Pennsylvania,28783496,44.7,1998.0900000000001,46,162,0,Corey Knebel,5,25,10000000,8,224,15,RP,0.5370370370370371,12,144,UFA,41,1681,10000000,10000000,0.041,10000000,0.0,0.0,10000000,10000000,204150000,10000000,10000000,87,0.58,0.3364,1.37,1.8769000000000002,2,28,784,3,9,16.11809565095832,16.11809565095832,16.11809565095832
TB,6.3,2022,2026,2,1,37,1369,0,2,4,19,361,16,256,4.066666666666666,16.537777777777777,0.031036623215394164,0.000963271980614344,0.12621560107593627,0.015930377954959885,2.68,7.182400000000001,34,33,Tampa Bay Rays,HOU,Florida,7287720,53.7,2883.6900000000005,60,162,0,Brooks Raley,2,4,4250000,2,200,8,RP,0.5308641975308642,7,49,UFA,61,3721,4250000,4250000,0.043,4250000,52.43,2748.9049,10000000,5000000,18900000,10000000,5000000,86,1.07,1.1449,0.97,0.9409,0,15,225,1,1,15.2624295409006,15.2624295409006,15.2624295409006
LAD,6.2,2022,2023,1,1,60,3600,0,5,9,34,1156,25,625,5.7894736842105265,33.51800554016621,0.029038667278007028,0.000843244197282796,0.168118600030567,0.028263863676237764,3.1,9.610000000000001,31,30,Los Angeles Dodgers,NYY,California,25110498,72.7,5285.29,16,162,14,Andrew Heaney,4,16,8500000,25,200,36,SP,0.6851851851851852,0,0,UFA,110,12100,8500000,8500000,0.031,8500000,0.0,0.0,8500000,8500000,267800000,8500000,8500000,111,0.83,0.6889,1.09,1.1881000000000002,7,19,361,4,16,15.955576721460545,15.955576721460545,15.955576721460545
LAD,6.2,2022,2023,1,0,145,21025,0,5,9,57,3249,51,2601,4.0588235294117645,16.47404844290657,0.02114033451470497,0.00044691374339362623,0.08580488714792017,0.007362478658467317,2.57,6.604899999999999,32,32,Los Angeles Dodgers,SEA,California,17651053,178.7,31933.689999999995,31,162,28,Tyler Anderson,5,25,8500000,25,213,36,SP,0.6851851851851852,0,0,UFA,138,19044,8500000,8000000,0.031,8500000,90.95,8271.9025,8000000,8000000,267800000,8000000,8000000,111,4.26,18.147599999999997,1.0,1.0,7,34,1156,15,225,15.955576721460545,15.89495209964411,15.955576721460545
CHW,6.4,2022,2025,2,1,52,2704,0,2,5,40,1600,32,1024,1.880952380952381,3.5379818594104306,0.08087810514153668,0.006541267891285461,0.15212786443289042,0.023142887136911885,4.99,24.900100000000002,35,34,Chicago White Sox,OAK,Illinois,20135265,57.7,3329.2900000000004,70,162,0,Jake Diekman,4,16,1230784,6,195,11,RP,0.5,1,1,UFA,79,6241,1230784,3500000,0.006,3500000,4.62,21.3444,8000000,4000000,63000000,8000000,4000000,81,0.26,0.06760000000000001,1.63,2.6569,3,42,1764,5,25,14.02316192267052,15.068273526459642,15.068273526459642
TB,6.4,2022,2023,1,1,178,31684,0,2,4,82,6724,79,6241,6.619047619047619,43.81179138321995,0.014227642276422764,0.00020242580474585231,0.09417344173441734,0.008868637128105698,4.34,18.8356,36,35,Tampa Bay Rays,NYY,Florida,75635150,164.0,26896.0,31,162,31,Corey Kluber,10,100,13000000,2,215,8,SP,0.5308641975308642,0,0,UFA,139,19321,13000000,8000000,0.132,13000000,35.9,1288.81,8000000,8000000,18900000,8000000,8000000,86,0.8,0.6400000000000001,1.21,1.4641,0,21,441,10,100,16.38045991542581,15.89495209964411,16.38045991542581
BAL,6.5,2022,2024,1,0,196,38416,500000,1,3,94,8836,88,7744,2.769230769230769,7.668639053254437,0.03227808814400993,0.0010418749742324746,0.0893854748603352,0.007989763116007615,4.43,19.624899999999997,31,31,Baltimore Orioles,TEX,Maryland,33444136,179.0,32041.0,32,162,32,Jordan Lyles,11,121,6000000,7,230,14,SP,0.5123456790123457,0,0,UFA,144,20736,6000000,5500000,0.134,6000000,30.85,951.7225000000001,7000000,7000000,7900000,7000000,7000000,83,1.03,1.0609,1.38,1.9043999999999996,3,52,2704,12,144,15.60727002719233,15.520258650202699,15.60727002719233
BOS,6.6,2022,2023,1,1,111,12321,0,1,6,49,2401,47,2209,3.3548387096774195,11.254942767950054,0.027057693986209302,0.0007321188038513471,0.09077419917954088,0.00823995523668696,3.32,11.0224,31,30,Boston Red Sox,TB,Massachusetts,29392249,127.3,16205.289999999999,23,162,23,Michael Wacha,2,4,7000000,14,215,25,SP,0.4814814814814814,0,0,UFA,104,10816,7000000,7000000,0.033,7000000,81.44,6632.473599999999,7000000,7000000,173000000,7000000,7000000,78,3.31,10.956100000000001,1.12,1.2544000000000002,9,31,961,11,121,15.761420707019587,15.761420707019587,15.761420707019587
HOU,6.1,2022,2027,1,0,131,17161,0,2,3,70,4900,65,4225,3.3404255319148937,11.1584427342689,0.03319912410821502,0.0011021818415526635,0.11089920180829271,0.012298632961716434,3.72,13.838400000000002,25,25,Houston Astros,STL,Texas,1925050,157.3,24743.290000000005,28,162,28,Luis Garcia,8,64,1251500,5,244,16,SP,0.654320987654321,0,0,UFA,157,24649,1251500,1251500,0.007,1251500,66.56,4430.2336000000005,7000000,1251500,69100000,1251500,3500000,106,1.36,1.8496000000000004,1.13,1.2768999999999997,2,47,2209,15,225,14.039853389853967,14.039853389853967,14.039853389853967
SD,6.2,2022,2024,2,1,131,17161,250000,5,3,70,4900,65,4225,3.3404255319148937,11.1584427342689,0.03319912410821502,0.0011021818415526635,0.11089920180829271,0.012298632961716434,3.72,13.838400000000002,35,34,San Diego Padres,STL,California,7617010,157.3,24743.290000000005,28,162,28,Luis Garcia,8,64,3000000,2,240,7,RP,0.5493827160493827,0,0,UFA,157,24649,3250000,3000000,0.015,3250000,66.56,4430.2336000000005,7000000,3500000,32500000,7000000,3500000,89,1.36,1.8496000000000004,1.13,1.2768999999999997,0,47,2209,15,225,14.994165554305921,14.914122846632385,14.994165554305921
WSH,6.2,2022,2027,1,1,131,17161,0,1,5,70,4900,65,4225,3.3404255319148937,11.1584427342689,0.03319912410821502,0.0011021818415526635,0.11089920180829271,0.012298632961716434,3.72,13.838400000000002,22,21,Washington Nationals,STL,Washington DC,2228404,157.3,24743.290000000005,28,162,28,Luis Garcia,8,64,484596,1,211,6,SS,0.3395061728395062,0,0,UFA,157,24649,484596,700000,0.004,700000,66.56,4430.2336000000005,7000000,700000,23750000,700000,3500000,55,1.36,1.8496000000000004,1.13,1.2768999999999997,1,47,2209,15,225,13.091070833100202,13.458835614025542,13.458835614025542
HOU,6.1,2022,2027,1,0,57,3249,0,2,3,28,784,23,529,4.0,16.0,0.030965391621129327,0.0009588554782499064,0.12386156648451731,0.015341687651998502,3.39,11.4921,25,25,Houston Astros,STL,Texas,1925050,61.0,3721.0,64,162,0,Luis Garcia,6,36,1251500,5,244,16,SP,0.654320987654321,3,9,UFA,68,4624,1251500,1251500,0.007,1251500,41.67,1736.3889000000001,7000000,1251500,69100000,1251500,3500000,106,0.39,0.1521,1.21,1.4641,2,17,289,4,16,14.039853389853967,14.039853389853967,14.039853389853967
SD,6.2,2022,2024,2,1,57,3249,250000,5,3,28,784,23,529,4.0,16.0,0.030965391621129327,0.0009588554782499064,0.12386156648451731,0.015341687651998502,3.39,11.4921,35,34,San Diego Padres,STL,California,7617010,61.0,3721.0,64,162,0,Luis Garcia,6,36,3000000,2,240,7,RP,0.5493827160493827,3,9,UFA,68,4624,3250000,3000000,0.015,3250000,41.67,1736.3889000000001,7000000,3500000,32500000,7000000,3500000,89,0.39,0.1521,1.21,1.4641,0,17,289,4,16,14.994165554305921,14.914122846632385,14.994165554305921
WSH,6.2,2022,2027,1,1,57,3249,0,1,5,28,784,23,529,4.0,16.0,0.030965391621129327,0.0009588554782499064,0.12386156648451731,0.015341687651998502,3.39,11.4921,22,21,Washington Nationals,STL,Washington DC,2228404,61.0,3721.0,64,162,0,Luis Garcia,6,36,484596,1,211,6,SS,0.3395061728395062,3,9,UFA,68,4624,484596,700000,0.004,700000,41.67,1736.3889000000001,7000000,700000,23750000,700000,3500000,55,0.39,0.1521,1.21,1.4641,1,17,289,4,16,13.091070833100202,13.458835614025542,13.458835614025542
LAD,6.3,2022,2025,1,1,17,289,0,5,9,7,49,6,36,6.0,36.0,0.022862368541380886,0.0005226878953219224,0.1371742112482853,0.018816764231589202,2.22,4.928400000000001,35,34,Los Angeles Dodgers,SD,California,33035107,24.3,590.49,25,162,0,Daniel Hudson,3,9,6000000,25,215,36,RP/CL,0.6851851851851852,5,25,UFA,30,900,6000000,6000000,0.022,6000000,0.0,0.0,7000000,7000000,267800000,7000000,7000000,111,0.6,0.36,0.9,0.81,7,5,25,2,4,15.60727002719233,15.60727002719233,15.60727002719233
LAA,6.3,2022,2023,1,1,81,6561,0,5,9,48,2304,46,2116,1.9318181818181819,3.731921487603306,0.050039804389855565,0.002503982023375008,0.09666780393494824,0.009344664317605594,4.24,17.977600000000002,30,29,Los Angeles Angels,CIN,California,17293531,97.7,9545.29,18,162,18,Michael Lorenzen,6,36,6750000,1,220,10,SP,0.4506172839506173,0,0,UFA,85,7225,6750000,6750000,0.038,6750000,41.56,1727.2336000000003,6750000,6750000,123750000,6750000,6750000,73,0.62,0.3844,1.28,1.6384,1,44,1936,8,64,15.725053062848712,15.725053062848712,15.725053062848712
PHI,6.3,2022,2023,1,1,37,1369,0,2,7,18,324,14,196,1.6521739130434783,2.7296786389413987,0.056790123456790124,0.003225118122237464,0.09382716049382717,0.0088035360463344,2.8,7.839999999999999,32,31,Philadelphia Phillies,NYM,Pennsylvania,37461273,45.0,2025.0,55,162,0,Brad Hand,2,4,6000000,8,224,15,RP,0.5370370370370371,5,25,UFA,38,1444,6000000,6000000,0.025,6000000,27.01,729.5401,6000000,6000000,204150000,6000000,6000000,87,0.91,0.8281000000000001,1.33,1.7689000000000001,2,23,529,3,9,15.60727002719233,15.60727002719233,15.60727002719233
