Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,At-bats_2_t,At-bats_t,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_promedio_2_t,Bateos_promedio_2_t_1,Bateos_promedio_t,Bateos_promedio_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad de equipos_t,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t,Dobles_2_t_1,Dobles_t,Dobles_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home-runs_2_t,Home-runs_t,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos totales_t,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Pago_efectivo_t,Pago_efectivo_t_1,Pennants won_t,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_On-base-plus-slugging_2_t,Porcentaje_On-base-plus-slugging_t,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Porcentaje_on-base_2_t,Porcentaje_on-base_t,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t,Porcentaje_slugging_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Runs-batted-in_2_t,Runs-batted-in_t,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Status_agente_libre,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Triples_2_t,Triples_2_t_1,Triples_t,Triples_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS ganadas_t,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,id,Y_Sueldo_ajustado_norm_t,Y_Sueldo_regular_norm_t,Y_Sueldo_base_norm_t,Y_TVS_t,Y_ln_Sueldo_ajustado_t,Y_ln_Sueldo_regular_t,X_At_bats_2_t_1,X_At_bats_t_1,X_Bateos_2_t_1,X_Bateos_promedio_2_t_1,X_Bateos_promedio_t_1,X_Bateos_t_1,X_Dobles_2_t_1,X_Dobles_t_1,X_Home_runs_2_t_1,X_Home_runs_t_1,X_Juegos_iniciados_2_t_1,X_Juegos_iniciados_t_1,X_Porcentaje_On_base_plus_slugging_2_t_1,X_Porcentaje_On_base_plus_slugging_t_1,X_Porcentaje_on_base_2_t_1,X_Porcentaje_on_base_t_1,X_Porcentaje_slugging_2_t_1,X_Porcentaje_slugging_t_1,X_Runs_batted_in_2_t_1,X_Runs_batted_in_t_1,X_Triples_2_t_1,X_Triples_t_1,X_WAR_2_t_1,X_WAR_t_1
WSH,WSH,6.0,6.0,2021,2020.0,2020,1,1.0,0,0.0,0.0,0.0,36100.0,199809.0,190.0,447.0,2116,13456.0,0.058564,0.06760000000000001,0.242,0.26,46,116.0,0,0.0,0.0,10,7.0,1.0,1.0,81,625.0,9,25.0,34,33.0,34,WSH,Washington Nationals,Washington Nationals,Washington DC,64665258,63554332.0,0.0,0.0,64.0,324.0,8.0,18.0,0.0,2601,14884.0,51,122.0,52,132.0,62.0,162.0,Asdrubal Cabrera,1110926,164120.0,0.0,1.0,1.0,235.0,235.0,6,6.0,0.0,0.0,0.567009,0.613089,0.753,0.783,0.7224999999999999,0.567009,0.85,0.753,0.867,0.815,0.0,0.0,0.093025,0.11696400000000001,0.305,0.342,0.19980900000000001,0.19448100000000001,0.447,0.441,3B,2B,0.4193548387096774,0.5740740740740741,0.0,0.0,961.0,8281.0,31.0,91.0,UFA,0.04103477123379235,0.004058929909846543,1110926,164120.0,0.06896108007184841,0.0,2500000,555000.0,0.015,0.001,0.074102638286377,0.0,2685000,555000.0,2192.1124,2753.1009,46.82,52.47,9,1.0,3,1.0,2500000,2500000,555000.0,316750000,184550000.0,2500000,555000.0,2500000,26,93.0,0.0256,3.2142294591705185,0.16,1.7928272251308877,0.0,1.0,1.0,13.92070445974278,14.73180128983843,14.803191285925102,2,-0.1057881441513577,-0.09269041957757138,-0.08014492565576084,-2.0175789250964735,-0.1588842353565374,-0.05603717362283778,-314.16509433962267,17.724702940800523,-78.23255813953489,0.1965116279069768,0.4432963206558078,8.84491707929107,-16.44736842105263,4.055535528269064,-9.818181818181818,3.1333978072025612,93.61006289308176,9.675229345761359,0.6346677018633541,0.7966603428459045,0.2961113924050633,0.5441611823761994,0.3400017482517483,0.5830966885961095,82.81,9.1,-0.25,-0.5,-0.5589964276818293,-0.7476606367074766
CIN,WSH,6.0,6.0,2022,2021.0,2021,1,1.0,0,0.0,0.0,0.0,95481.0,36100.0,309.0,190.0,5041,2116.0,0.0529,0.058564,0.23,0.242,71,46.0,0,0.0,0.0,1,10.0,2.0,1.0,484,81.0,22,9.0,35,34.0,35,WSH,Cincinnati Reds,Washington Nationals,Ohio,66415258,64665258.0,0.0,0.0,49.0,64.0,7.0,8.0,0.0,5184,2601.0,72,51.0,110,52.0,163.0,62.0,Asdrubal Cabrera,348133,1110926.0,0.0,10.0,1.0,235.0,235.0,16,6.0,0.0,0.0,0.4637610000000001,0.567009,0.681,0.753,0.197136,0.7224999999999999,0.444,0.85,0.679,0.867,0.0,0.0,0.097969,0.093025,0.313,0.305,0.136161,0.19980900000000001,0.369,0.447,2B,3B,0.50920245398773,0.4193548387096774,0.0,0.0,1764.0,961.0,42.0,31.0,UFA,0.009366807090880655,0.04103477123379235,348133,1110926.0,0.03329146615108878,0.06896108007184841,1750000,2500000.0,0.003,0.015,0.03223015131612007,0.074102638286377,1750000,2685000.0,541.9584000000001,2192.1124,23.28,46.82,0,9.0,0,3.0,1750000,1750000,2500000.0,1500000,316750000.0,1750000,2500000.0,1750000,83,26.0,0.7744,0.0256,0.88,0.16,0.0,5.0,1.0,12.76033986965099,14.375126345899696,14.375126345899696,2,-0.1057881441513577,-0.09269041957757138,-0.08014492565576084,-2.0175789250964735,-0.1588842353565374,-0.05603717362283778,-58.699186991869915,-7.661539466182362,-11.887640449438202,-0.117128,-0.34223968209428896,-3.4478457693809625,-1.396551724137931,-1.181757895737503,-1.8285714285714285,-1.3522468075656264,-17.111842105263158,-4.136646238834445,0.567009,0.753,-0.18605,0.43133513652379396,0.37628813559322033,0.6134232923465005,-11.045977011494253,-3.3235488579971637,3.0,1.7320508075688774,-0.009846153846153846,-0.09922778767136677
TB,CHW,6.4,6.4,2020,0.0,2019,1,1.0,1,1.0,0.0,0.0,239121.0,126736.0,489.0,356.0,19044,7056.0,0.07952399999999998,0.055695999999999996,0.282,0.236,138,84.0,0,0.0,0.0,2,2.0,2.0,2.0,625,121.0,25,11.0,27,26.0,28,CHW,Tampa Bay Rays,Chicago White Sox,Florida,17972946,13472946.0,0.0,0.0,400.0,361.0,20.0,19.0,0.0,14884,8281.0,122,91.0,126,93.0,161.0,162.0,Avisail Garcia,4500000,6700000.0,0.0,1.0,6.0,250.0,250.0,5,9.0,0.0,0.0,0.6336160000000001,0.516961,0.796,0.719,0.567009,0.31584400000000007,0.753,0.562,0.778,0.574,0.0,0.0,0.11022400000000002,0.07896100000000002,0.332,0.281,0.21529600000000002,0.191844,0.464,0.438,RF,RF,0.5962732919254659,0.382716049382716,0.0,0.0,5184.0,2401.0,72.0,49.0,UFA,0.11970205282359193,0.18835341668037617,4500000,6700000.0,0.08549862098998404,0.18837143840268075,3500000,6700000.0,0.07,0.093,0.10173206512688246,0.17588934182761862,4500000,6700000.0,3638.5024,0.0,60.32,0.0,4,4.0,2,2.0,3500000,3500000,6700000.0,33500000,19750000.0,3500000,6700000.0,3500000,96,62.0,5.017600000000001,0.24009999999999998,2.24,0.49,0.0,0.0,3.0,15.319587954740548,15.068273526459642,15.319587954740548,3,-0.02166828711544161,0.12934666201839073,0.1480823635377711,-4.416968290690194,-0.059127996052136034,0.06045808973333244,-217.38593481989707,14.744013524813962,-43.02439024390244,-0.1814201954397394,-0.42593449665381583,6.559297999321455,-3.6666666666666665,-1.9148542155126762,16.40909090909091,4.050813610756598,-54.841059602649004,7.405474974817551,-0.5211300403225807,0.7218933718511208,-0.19889420654911844,-0.4459755672109386,0.3224268907563025,0.567826461831696,-30.0125,5.4783665448744845,-1.0,-1.0,-0.07041055718475073,-0.2653498769262023
MIL,TB,6.4,6.4,2023,2020.0,2020,2,1.0,1,1.0,0.0,0.0,32761.0,239121.0,181.0,489.0,1849,19044.0,0.05664399999999999,0.07952399999999998,0.238,0.282,43,138.0,250000,0.0,0.0,9,2.0,1.0,2.0,100,625.0,10,25.0,28,27.0,29,TB,Milwaukee Brewers,Tampa Bay Rays,Wisconsin,21065538,17972946.0,0.0,0.0,4.0,400.0,2.0,20.0,0.0,2500,14884.0,50,122.0,53,126.0,60.0,161.0,Avisail Garcia,3092592,4500000.0,0.0,1.0,1.0,250.0,250.0,7,5.0,0.0,0.0,0.43428100000000003,0.6336160000000001,0.659,0.796,0.693889,0.567009,0.833,0.753,0.883,0.778,0.0,0.0,0.11088900000000002,0.11022400000000002,0.333,0.332,0.10627600000000001,0.21529600000000002,0.326,0.464,LF,RF,0.4833333333333333,0.5962732919254659,0.0,0.0,225.0,5184.0,15.0,72.0,UFA,0.10517798627508322,0.11970205282359193,2842593,4500000.0,0.19402600961443595,0.08549862098998404,7000000,3500000.0,0.069,0.07,0.2009740612556908,0.10173206512688246,7250000,4500000.0,125.88840000000002,3638.5024,11.22,60.32,0,4.0,0,2.0,20000000,10000000,3500000.0,49875000,33500000.0,20000000,3500000.0,10000000,29,96.0,0.7483913553994088,5.017600000000001,0.8650961538461541,2.24,0.0,0.0,0.0,14.860227221749717,15.761420707019587,15.796512026830857,3,0.2019232561898977,0.06652956204126831,0.07434703255444336,-1.6437546339656472,0.1824809907029552,0.06289490491748673,409.45376712328766,20.234963976327897,107.59322033898304,-0.07952399999999998,-0.282,10.372715186439038,18.939393939393938,4.351941398892446,-10.526315789473685,3.244428422615251,96.64935064935065,9.83104016110964,-0.31680800000000003,-0.5628569978244918,-0.11022400000000002,-0.332,-0.21529600000000002,-0.464,54.56842105263158,7.38704413501311,-0.8,-0.8944271909999159,-0.9122909090909093,-0.9551392092731348
MIA,MIL,6.4,6.4,2027,2023.0,2022,4,2.0,1,2.0,0.0,0.0,127449.0,212521.0,357.0,461.0,6400,14641.0,0.050176000000000005,0.06916900000000001,0.224,0.263,80,121.0,0,250000.0,0.0,2,4.0,2.0,1.0,81,324.0,9,18.0,30,28.0,31,MIL,Miami Marlins,Milwaukee Brewers,Florida,45565538,33565538.0,0.0,0.0,64.0,841.0,8.0,29.0,0.0,8836,14161.0,94,119.0,98,135.0,162.0,162.0,Avisail Garcia,12000000,10500000.0,0.0,2.0,1.0,250.0,250.0,3,8.0,0.0,0.0,0.33872399999999997,0.6740409999999999,0.582,0.821,0.3364,0.540225,0.58,0.735,0.605,0.833,0.0,0.0,0.07075600000000001,0.109561,0.266,0.331,0.10048900000000001,0.24009999999999998,0.317,0.49,RF,RF,0.4259259259259259,0.5864197530864198,0.0,0.0,1225.0,7396.0,35.0,86.0,UFA,0.2769230790532545,0.28923766556737524,12000000,10750000.0,0.2650508230261988,0.2802607996161391,12000000,10500000.0,0.145,0.108,0.2650508230261988,0.27815754584353053,12000000,10750000.0,8.468100000000002,4241.916899999999,2.91,65.13,0,0.0,0,0.0,53000000,13250000,10000000.0,89000000,45400000.0,53000000,20000000.0,13250000,69,95.0,3.460843565769969,8.41,1.8603342618384389,2.9,0.0,2.0,0.0,16.300417207752275,16.300417207752275,16.300417207752275,3,0.2019232561898977,0.06652956204126831,0.07434703255444336,-1.6437546339656472,0.1824809907029552,0.06289490491748673,345.0016233766234,18.574219320785016,-82.71751412429379,0.22752960526315794,0.4770006344473327,9.09491693883423,-8.1,-2.846049894151541,29.0,5.385164807134505,89.062893081761,9.437313870045916,0.7439746136865341,0.8625396302121626,0.26853186274509805,0.5182006008729612,0.4249557522123894,0.6518863031329846,86.0,9.273618495495704,-0.0,-0.0,2.9000000000000004,1.7029386365926402
DET,KC,5.9,5.9,2014,2013.0,2013,1,1.0,1,1.0,0.0,0.0,52441.0,44944.0,229.0,212.0,4624,2500.0,0.088209,0.055695999999999996,0.297,0.236,68,50.0,0,0.0,0.0,4,2.0,1.0,2.0,121,100.0,11,10.0,30,29.0,31,KC,Detroit Tigers,Kansas City Royals,Michigan,4655000,3780000.0,0.0,0.0,16.0,4.0,4.0,2.0,0.0,3025,2704.0,55,52.0,71,68.0,162.0,162.0,Brayan Pena,875000,875000.0,0.0,11.0,2.0,242.0,242.0,15,7.0,0.0,0.0,0.508369,0.33988899999999994,0.713,0.583,0.11560000000000002,0.10304100000000001,0.34,0.321,0.438,0.42,0.0,0.0,0.09922500000000001,0.06864400000000001,0.315,0.262,0.15760900000000003,0.10304100000000001,0.397,0.321,C,C,0.5740740740740741,0.4444444444444444,0.0,0.0,484.0,625.0,22.0,25.0,UFA,0.02972976982257768,0.026655656383084314,875000,875000.0,0.020758122743682314,0.025380830216358338,875000,875000.0,0.006,0.012,0.013849929873772794,0.024585430004579512,875000,875000.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,875000,875000,875000.0,107775000,5000000.0,875000,875000.0,875000,93,72.0,0.1444,4.064018289190207,0.38,2.015941043083901,0.0,4.0,1.0,13.681979165339751,13.681979165339751,13.681979165339751,4,0.010749626204119206,0.06433961822252239,0.032344570291460206,3.22490309931942,0.0,0.0,-82.92250922509226,-9.106179727256224,-14.970059880239521,0.17794249201277954,0.4218323031878658,-3.869116162670684,-3.5714285714285716,-1.889822365046136,-0.12903225806451613,-0.3592106040535498,-18.52054794520548,-4.303550620732313,-0.41148789346246967,0.6414732211577266,-0.18806575342465756,0.4336654856276408,-0.208585020242915,-0.456711090562639,-6.793478260869565,-2.606430175713435,-0.3333333333333333,-0.5773502691896258,-0.7596295867645246,-0.8715673162553337
CIN,DET,5.9,5.9,2016,2014.0,2014,2,1.0,1,1.0,0.0,0.0,121104.0,52441.0,348.0,229.0,7744,4624.0,0.064009,0.088209,0.253,0.297,88,68.0,0,0.0,0.0,6,4.0,2.0,1.0,324,121.0,18,11.0,31,30.0,32,DET,Cincinnati Reds,Detroit Tigers,Ohio,5530000,4655000.0,0.0,0.0,25.0,16.0,5.0,4.0,0.0,8100,3025.0,90,55.0,115,71.0,162.0,162.0,Brayan Pena,875000,875000.0,0.0,10.0,11.0,242.0,242.0,15,15.0,0.0,0.0,0.41602500000000003,0.508369,0.645,0.713,0.3091360000000001,0.11560000000000002,0.556,0.34,0.71,0.438,0.0,0.0,0.08468099999999999,0.09922500000000001,0.291,0.315,0.12460899999999998,0.15760900000000003,0.353,0.397,C,C,0.4691358024691358,0.5740740740740741,0.0,0.0,676.0,484.0,26.0,22.0,UFA,0.03355229480266926,0.02972976982257768,875000,875000.0,0.03112449799196787,0.020758122743682314,875000,875000.0,0.008,0.006,0.033133225583006236,0.013849929873772794,875000,875000.0,108.16000000000001,0.0,10.4,0.0,1,0.0,1,0.0,2275000,1137500,875000.0,15125000,107775000.0,2275000,875000.0,1137500,76,93.0,3.772757983627079,0.1444,1.9423588709677413,0.38,0.0,5.0,4.0,13.681979165339751,13.681979165339751,13.681979165339751,4,0.08560146378975927,0.05982783669689554,0.07511199732260196,-3.22490309931942,0.13928692780137064,0.13928692780137064,-85.26991869918699,-9.23417125134611,-25.97752808988764,-0.176418,0.4200214280248092,-5.096815485171858,-2.086206896551724,-1.444370761456948,-0.45714285714285713,-0.6761234037828132,-19.901315789473685,-4.46108908109597,0.508369,0.713,-0.19845000000000002,0.4454772721475249,0.2968154425612053,0.5448077115471157,-5.563218390804598,-2.3586475766431483,-0.0,-0.0,-0.05553846153846154,-0.23566599571949606
STL,CIN,5.9,5.9,2018,2016.0,2016,2,2.0,1,2.0,0.0,0.0,169.0,110889.0,13.0,333.0,4,8281.0,0.023716,0.07452900000000001,0.154,0.273,2,91.0,0,0.0,0.0,5,3.0,2.0,2.0,1,289.0,1,17.0,33,31.0,34,CIN,St. Louis Cardinals,Cincinnati Reds,Missouri,9430000,6930000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7225.0,2,85.0,9,108.0,161.0,161.0,Brayan Pena,2500000,1400000.0,0.0,23.0,10.0,242.0,242.0,28,15.0,0.0,0.0,0.198025,0.43428100000000003,0.445,0.659,0.000144,0.275625,0.012,0.525,0.056,0.667,0.0,0.0,0.045795999999999996,0.11155600000000002,0.214,0.334,0.053361000000000006,0.104976,0.231,0.324,C,C,0.5279503105590062,0.3975155279503105,0.0,0.0,0.0,324.0,0.0,18.0,UFA,0.07223963443182849,0.04281947591654358,2500000,1400000.0,0.06326903230928,0.04054866124165147,2500000,1400000.0,0.017,0.012,0.05849296064740391,0.037328539529379916,2500000,1400000.0,0.0,319.6944,0.0,17.88,0,0.0,0,0.0,5000000,2500000,1137500.0,94000000,4000000.0,5000000,2275000.0,2500000,85,64.0,3.0175853971921485,0.1936,1.7371198568872985,0.44,0.0,11.0,5.0,14.73180128983843,14.73180128983843,14.73180128983843,4,0.08560146378975927,0.05982783669689554,0.07511199732260196,-3.22490309931942,0.13928692780137064,0.13928692780137064,-220.45526838966202,14.847736136854737,-60.44525547445255,0.24597029702970302,0.4959539263174585,7.774654685222524,-9.633333333333333,3.1037611591959413,-0.0,-0.0,-58.739837398373986,7.664191894673174,0.5163864447086802,0.7186003372589524,0.2838575063613232,0.5327827947309515,-0.20110344827586207,0.44844559121019584,-4.628571428571429,-2.1514114968019085,-0.0,-0.0,-0.04852130325814536,-0.22027551670157391
LAD,LAD,6.1,6.1,2017,2016.0,2016,1,2.0,0,1.0,0.0,0.0,262144.0,139129.0,512.0,373.0,16384,6084.0,0.0625,0.043681,0.25,0.209,128,78.0,0,0.0,0.0,8,8.0,5.0,5.0,676,484.0,26,22.0,37,35.0,37,LAD,Los Angeles Dodgers,Los Angeles Dodgers,California,128408257,119408257.0,0.0,0.0,196.0,64.0,14.0,8.0,0.0,13924,9216.0,118,96.0,138,107.0,161.0,161.0,Chase Utley,7000000,2130000.0,0.0,25.0,25.0,195.0,195.0,30,29.0,0.0,0.0,0.5012639999999999,0.399424,0.708,0.632,0.529984,0.351649,0.728,0.593,0.852,0.661,0.0,0.0,0.10048900000000001,0.08065599999999999,0.317,0.284,0.15288100000000002,0.12180099999999998,0.391,0.349,2B,2B,0.5652173913043478,0.5652173913043478,0.0,0.0,2500.0,1521.0,50.0,39.0,UFA,0.2024153673320527,0.06523557384381605,7000000,2130000.0,0.20616019687227116,0.06503815345471423,7000000,2130000.0,0.026,0.007,0.19059751417980922,0.059873229049011566,7000000,2130000.0,1164.8569000000002,172.13439999999997,34.13,13.12,4,9.0,2,3.0,7000000,7000000,13500000.0,79750000,61257500.0,7000000,27000000.0,7000000,91,91.0,1.5376,0.2116,1.24,0.46,0.0,6.0,6.0,15.761420707019587,15.761420707019587,15.761420707019587,5,-0.1988640628329244,-0.18789421738433176,-0.21098359728896135,-0.5714150863496368,-0.14561257642278935,-0.14561257642278935,-231.88166666666666,15.22766123430209,-33.8,-0.14560333333333333,0.3815800483952657,-5.813776741499453,18.615384615384617,4.314554973040049,-2.064516129032258,-1.4368424162141993,-57.9622641509434,7.613295222894184,-0.44628379888268155,0.6680447581432561,0.2057551020408163,0.4536023611499573,-0.2421491053677932,0.49208648159423485,-18.325301204819276,-4.2808061395979236,-1.8,1.3416407864998738,-0.04550537634408602,-0.21331989204967738
LAD,LAD,6.1,6.1,2018,2017.0,2017,1,1.0,0,0.0,0.0,0.0,95481.0,262144.0,309.0,512.0,5329,16384.0,0.055695999999999996,0.0625,0.236,0.25,73,128.0,0,0.0,0.0,6,8.0,5.0,5.0,400,676.0,20,26.0,38,37.0,38,LAD,Los Angeles Dodgers,Los Angeles Dodgers,California,130658257,128408257.0,0.0,0.0,64.0,196.0,8.0,14.0,0.0,6561,13924.0,81,118.0,127,138.0,162.0,161.0,Chase Utley,2250000,7000000.0,0.0,25.0,25.0,195.0,195.0,31,30.0,0.0,0.0,0.529984,0.5012639999999999,0.728,0.708,0.25,0.529984,0.5,0.728,0.784,0.852,0.0,0.0,0.104976,0.10048900000000001,0.324,0.317,0.16402500000000003,0.15288100000000002,0.405,0.391,2B,2B,0.6419753086419753,0.5652173913043478,0.0,0.0,1156.0,2500.0,34.0,50.0,UFA,0.06302203105791387,0.2024153673320527,2250000,7000000.0,0.059080630719499795,0.20616019687227116,2000000,7000000.0,0.009,0.026,0.06184200835138806,0.19059751417980922,2250000,7000000.0,771.7284000000001,1164.8569000000002,27.78,34.13,16,4.0,4,2.0,2000000,2000000,7000000.0,199600000,79750000.0,2000000,7000000.0,2000000,104,91.0,0.8649000000000001,1.5376,0.93,1.24,0.0,6.0,6.0,14.626440774180603,14.508657738524219,14.626440774180603,5,-0.08337421302735659,-0.13384312688357317,-0.12422274833252994,-5.270673581241775,-0.10753081441489032,-0.10753081441489032,436.9066666666667,20.902312471749788,91.02222222222223,0.20833333333333334,0.45643546458763845,9.540556703999103,26.0,5.099019513592785,-6.32258064516129,-2.5144742283748487,87.57232704402516,9.3580087114741,0.5600715083798882,0.748379254375673,0.2563494897959184,0.5063096777624524,0.30393836978131217,0.551306058175776,-30.120481927710845,5.488212999484517,-0.8,-0.8944271909999159,-0.33066666666666666,-0.5750362307426086
LAD,LAD,6.1,6.1,2020,2018.0,2018,2,1.0,0,0.0,0.0,0.0,26896.0,95481.0,164.0,309.0,1225,5329.0,0.045369,0.055695999999999996,0.213,0.236,35,73.0,0,0.0,0.0,2,6.0,5.0,5.0,100,400.0,10,20.0,39,38.0,39,LAD,Los Angeles Dodgers,Los Angeles Dodgers,California,131658257,130658257.0,0.0,0.0,1.0,64.0,1.0,8.0,0.0,1225,6561.0,35,81.0,87,127.0,163.0,162.0,Chase Utley,1000000,2250000.0,0.0,25.0,25.0,195.0,195.0,32,31.0,0.0,0.0,0.3721,0.529984,0.61,0.728,0.046224999999999995,0.25,0.215,0.5,0.534,0.784,0.0,0.0,0.093025,0.104976,0.305,0.324,0.093025,0.16402500000000003,0.305,0.405,2B,2B,0.5644171779141104,0.6419753086419753,0.0,0.0,196.0,1156.0,14.0,34.0,UFA,0.028112450250802414,0.06302203105791387,1000000,2250000.0,0.014123498624725207,0.059080630719499795,1000000,2000000.0,0.005,0.009,0.013187630239865711,0.06184200835138806,1000000,2250000.0,0.0,771.7284000000001,0.0,27.78,1,16.0,1,4.0,2000000,1000000,2000000.0,4000000,199600000.0,2000000,2000000.0,1000000,92,104.0,2.7658514578183353,0.8649000000000001,1.6630849220103991,0.93,0.0,6.0,6.0,13.815510557964274,13.815510557964274,13.815510557964274,5,-0.08337421302735659,-0.13384312688357317,-0.12422274833252994,-5.270673581241775,-0.10753081441489032,-0.10753081441489032,-159.135,12.614872175333367,-29.605555555555554,0.18565333333333334,0.4308750785707307,-5.441098745249488,15.384615384615385,3.922322702763681,-2.064516129032258,-1.4368424162141993,-41.264150943396224,-6.423717844316967,0.5921608938547486,0.7695199112789406,0.26779591836734695,0.5174900176499513,0.3260934393638172,0.5710459170362898,-13.927710843373495,-3.731984839649472,3.2,1.7888543819998317,-0.186,-0.43127717305695645
SEA,LAA,5.721339712918669,5.698559077809805,2017,2016.0,2016,1,3.0,1,3.0,0.0,0.0,87025.0,73984.0,295.0,272.0,3844,2704.0,0.04409999999999999,0.036481,0.21,0.191,62,52.0,0,0.0,0.0,8,6.0,1.0,5.0,196,100.0,14,10.0,32,29.0,33,LAA,Seattle Mariners,Los Angeles Angels,Washington,30024000,25474000.0,0.0,0.0,49.0,100.0,7.0,10.0,0.0,7569,6561.0,87,81.0,94,92.0,161.0,161.0,Chris Iannetta,4550000,5525000.0,0.0,0.0,1.0,230.0,230.0,4,10.0,0.0,0.0,0.398161,0.403225,0.631,0.635,0.28836900000000004,0.25,0.537,0.5,0.58,0.568,0.0,0.0,0.091809,0.088209,0.303,0.297,0.108241,0.11424400000000001,0.329,0.338,C,C,0.5341614906832298,0.5279503105590062,0.0,0.0,576.0,1156.0,24.0,34.0,UFA,0.13154191275304175,0.16948578269736408,4550000,5525000.0,0.118837818528221,0.17893106587025942,4250000,5525000.0,0.031,0.037,0.11867392392327744,0.1647214768834629,4550000,5525000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,4250000,4250000,5183333.0,35100000,1507500.0,4250000,15550000.0,4250000,86,85.0,0.04000000000000001,0.5328999999999999,0.2,0.73,0.0,0.0,1.0,15.330637790927133,15.2624295409006,15.330637790927133,6,-0.15791282043680832,-0.14268419874433574,-0.1351945806786959,0.0,-0.14436494550136736,-0.14436494550136736,-120.69168026101141,-10.985976527419464,-14.23157894736842,-0.11618152866242037,0.34085411639353924,-3.772476500572061,-2.4390243902439024,-1.5617376188860608,-2.5,-1.5811388300841895,-41.00625,-6.403612261840967,-0.4139887063655031,0.6434195414855716,0.2303107049608355,0.4799069753200463,-0.18426451612903227,0.4292604292606439,-10.703703703703704,-3.2716515254078793,-0.0,-0.0,-0.08037707390648566,-0.2835085076439253
